@id	@type	@lat	@lon	name	highway	lanes	maxspeed	oneway
394715087	way	40.7536716	-73.9733105		service			
395037175	way	40.7747949	-73.9902031	West 63rd Street	residential		25 mph	yes
396444293	way	40.7492921	-74.0029990	10th Avenue	primary	5	25 mph	yes
396444294	way	40.7454043	-73.9966709	West 24th Street	residential	1	25 mph	yes
396444295	way	40.7510961	-74.0016863	10th Avenue	primary	5	25 mph	yes
397044787	way	40.7197544	-73.9779459	Lillian Wald Drive	service			
397795463	way	40.7584818	-73.9851618	7th Avenue	secondary	5	25 mph	yes
397795464	way	40.7570262	-73.9862348	7th Avenue	secondary	4	25 mph	yes
397839400	way	40.7212425	-73.9778079	Avenue D	tertiary	2	20 mph	
398375603	way	40.7504400	-73.9738628	The Westin	service			yes
400334766	way	40.7854461	-73.9837400	West 79th Street	secondary	1	25 mph	yes
400456494	way	40.8429501	-73.9429996	Haven Avenue	living_street			no
402097156	way	40.8086379	-73.9633305	Broadway	primary	4	25 mph	yes
402097157	way	40.8076068	-73.9643298	Broadway	primary	3		yes
402097158	way	40.8082651	-73.9644253	West 116th Street	residential			yes
403405990	way	40.7179751	-74.0082154	Worth Street	residential		20 mph	
404253364	way	40.7883329	-73.9766922	Broadway	primary	4	25 mph	yes
404253730	way	40.7787251	-73.9819059	West 72nd Street	secondary	4	25 mph	
405898221	way	40.6926638	-74.0154646		service			
405898222	way	40.6930251	-74.0152222		service			
405898234	way	40.6910671	-74.0196071		service			
407580298	way	40.8138476	-73.9381407	West 136th Street	residential			no
409716177	way	40.7411265	-73.9845927	East 25th Street	residential		25 mph	yes
410303469	way	40.7118699	-74.0026223		service		25 mph	yes
412115641	way	40.7222264	-74.0106688	Laight Street	primary	1	20 mph	yes
412117872	way	40.7247224	-74.0093086	Greenwich Street	residential		20 mph	no
412174929	way	40.7203819	-74.0059752	Beach Street	primary	1	20 mph	yes
412180553	way	40.7188788	-74.0029545	Walker Street	tertiary	1	20 mph	yes
412549267	way	40.7241051	-74.0068119		service		25 mph	
413045201	way	40.7158103	-74.0083609	Reade Street	secondary	1	20 mph	yes
413045202	way	40.7165475	-74.0099774	Reade Street	residential	1	20 mph	yes
413050335	way	40.7153637	-74.0105874	Warren Street	residential	1	20 mph	yes
413051876	way	40.7096450	-74.0142135	Albany Street	residential	1	20 mph	yes
413052855	way	40.7147082	-74.0126334		service			no
413054285	way	40.7135635	-74.0124505	Washington Street	unclassified	2	20 mph	yes
413054286	way	40.7150456	-74.0078388	Church Street	secondary	3	20 mph	yes
413054850	way	40.7195962	-74.0030028	Lispenard Street	residential		20 mph	yes
413054857	way	40.7178935	-74.0028244	White Street	residential	1	20 mph	yes
413056164	way	40.7117339	-74.0073096	Park Row	secondary	2	20 mph	yes
413203693	way	40.7049261	-74.0164149	West Street	primary	2	20 mph	yes
413212450	way	40.7029249	-74.0142953	State Street	primary	4	20 mph	no
413217632	way	40.7037919	-74.0086290	Old Slip	residential	1	20 mph	yes
413704324	way	40.7074598	-74.0146801	Washington Street	residential	1	20 mph	yes
413704325	way	40.7076473	-74.0153880	Joseph P. Ward Street	residential	1	20 mph	yes
413727896	way	40.7071721	-74.0140004		service	2	25 mph	yes
413727897	way	40.7070517	-74.0137292	Edgar Street	residential	1	20 mph	yes
413727898	way	40.7071104	-74.0140263		service	2	25 mph	yes
414743429	way	40.7107394	-74.0032917	Frankfort Street	secondary	1	20 mph	yes
414743582	way	40.7102129	-74.0025806	Frankfort Street	secondary	2	20 mph	
414744167	way	40.7104722	-73.9974023	Catherine Slip	service	1	20 mph	yes
414744944	way	40.7098946	-74.0013298	Pearl Street	primary	4	20 mph	no
414747619	way	40.7137506	-74.0017241	Pearl Street	residential		20 mph	yes
414749641	way	40.7128216	-74.0016405	Park Row	unclassified	1	10 mph	yes
414749642	way	40.7124512	-74.0009307	Pearl Street	service		25 mph	
414750042	way	40.7116543	-74.0016449	Madison Street	residential	1	20 mph	yes
414751458	way	40.7133698	-73.9983840	Oliver Street	primary	3	20 mph	
414751576	way	40.7147758	-74.0013032	Worth Street	residential	2	20 mph	no
414893144	way	40.7153231	-73.9967080	Bowery	primary	2	20 mph	yes
414894542	way	40.7141896	-73.9954623	Division Street	secondary	2	20 mph	yes
415619451	way	40.7446192	-73.9796390		service			
415849235	way	40.7477282	-73.9868419	West 32nd Street	residential	1	25 mph	yes
416618175	way	40.8471864	-73.9397897	Fort Washington Avenue	secondary	2	25 mph	
418256375	way	40.7964575	-73.9177794	Sunken Meadow Loop	unclassified			yes
418371676	way	40.8062110	-73.9590920	Morningside Drive	tertiary	2	25 mph	no
419922376	way	40.7607066	-73.9630030		service			
420276995	way	40.7709376	-73.9820443	Broadway	primary	3		yes
420276996	way	40.7702212	-73.9813114	West 62nd Street	secondary	2	25 mph	yes
420281338	way	40.7600705	-73.9750375	East 53rd Street	secondary	2		yes
420281339	way	40.7600518	-73.9739987	Madison Avenue	secondary	4	25 mph	yes
420351718	way	40.7217965	-73.9851252	East Houston Street	primary	2	25 mph	yes
420351719	way	40.7209822	-73.9819950	East Houston Street	primary	3	25 mph	yes
420351720	way	40.7215008	-73.9841450	East Houston Street	primary	3	25 mph	yes
420351721	way	40.7218639	-73.9849055	East Houston Street	primary	2	25 mph	yes
420351722	way	40.7216291	-73.9845631	East Houston Street	primary	2	25 mph	yes
420351724	way	40.7217316	-73.9844701	East Houston Street	primary	3	25 mph	yes
420351725	way	40.7208548	-73.9815715	East Houston Street	primary	2	25 mph	yes
420352240	way	40.7229447	-73.9889064	East Houston Street	primary	4	25 mph	yes
420352241	way	40.7241687	-73.9929157	East Houston Street	primary	4		yes
420352242	way	40.7229078	-73.9883678	East Houston Street	primary	3	25 mph	yes
420352243	way	40.7250909	-73.9955940	East Houston Street	primary	4	25 mph	yes
420352244	way	40.7254287	-73.9964144	East Houston Street	primary	4	25 mph	yes
420352245	way	40.7240745	-73.9926356	East Houston Street	primary	3	25 mph	yes
420352246	way	40.7252733	-73.9963470	East Houston Street	primary	3	25 mph	yes
420352247	way	40.7268982	-73.9996578	West Houston Street	primary	4	25 mph	yes
420352248	way	40.7257904	-73.9974097	West Houston Street	primary	4	25 mph	yes
420352249	way	40.7255431	-73.9968537	West Houston Street	primary	3	25 mph	yes
420352250	way	40.7260524	-73.9979413	West Houston Street	primary	2	25 mph	yes
420352251	way	40.7283040	-74.0026045	West Houston Street	primary	2	25 mph	yes
420354140	way	40.7199376	-73.9924904	Delancey Street	primary	4	25 mph	yes
420354141	way	40.7201860	-73.9934354	Delancey Street	primary	4	25 mph	yes
420354145	way	40.7185110	-73.9877730	Delancey Street	primary	4	25 mph	yes
420354146	way	40.7179706	-73.9861246	Delancey Street	primary	3	25 mph	yes
420354362	way	40.7165638	-73.9887089	Grand Street	secondary		25 mph	
420355076	way	40.7245022	-73.9925482	Bowery	primary	3	25 mph	yes
420355077	way	40.7200822	-73.9941794	Bowery	primary	3	25 mph	yes
420355078	way	40.7205749	-73.9940227	Bowery	primary	3	25 mph	yes
420355079	way	40.7241262	-73.9925524	Bowery	primary	2	25 mph	yes
420355081	way	40.7169492	-73.9956441	Bowery	primary	5	25 mph	no
420355082	way	40.7142486	-73.9974557	Bowery	primary	2	20 mph	yes
420355083	way	40.7158172	-73.9963080	Bowery	primary	2	20 mph	yes
420356168	way	40.7511062	-73.9752644	East 42nd Street	primary	5	25 mph	
420356169	way	40.7505955	-73.9740381	East 42nd Street	primary	5	25 mph	
420356171	way	40.7519315	-73.9731825	East 44th Street	residential	1		yes
420356172	way	40.7562952	-73.9767381	Madison Avenue	secondary	4	25 mph	yes
420356173	way	40.7546035	-73.9779618	Madison Avenue	secondary	5	25 mph	yes
420356798	way	40.7245213	-73.9906521	2nd Avenue	primary	4	25 mph	yes
420357249	way	40.7598754	-73.9606219	East 60th Street	secondary	2	25 mph	yes
420357268	way	40.7140653	-73.9927781	Pike Street	primary	3	20 mph	yes
420357621	way	40.7602264	-73.9585847	York Avenue	secondary	4		
420357622	way	40.7608603	-73.9581302	York Avenue	secondary	4		
420357623	way	40.7612210	-73.9578752	York Avenue	secondary	4		
420358889	way	40.7242921	-73.9959649	Lafayette Street	secondary	2	25 mph	yes
420358890	way	40.7229945	-73.9967909	Lafayette Street	secondary	2	25 mph	yes
420358891	way	40.7245841	-73.9957299	Lafayette Street	secondary	2	25 mph	yes
420358892	way	40.7271557	-73.9937297	Lafayette Street	primary	3	25 mph	yes
420358894	way	40.7249008	-73.9954759	Lafayette Street	secondary	3	25 mph	yes
420358895	way	40.7239364	-73.9962577	Lafayette Street	secondary	2	25 mph	yes
420358896	way	40.7284734	-73.9926198	Lafayette Street	primary	2	25 mph	yes
420358897	way	40.7297569	-73.9915055	Lafayette Street	primary	3	25 mph	yes
420358898	way	40.7258971	-73.9946967	Lafayette Street	primary	2	25 mph	yes
420494981	way	40.7580880	-73.9838912	West 46th Street	secondary	1		yes
420496090	way	40.7538140	-73.9737641	East 46th Street	secondary	2		yes
420496091	way	40.7639908	-73.9669046	Lexington Avenue	secondary	3	25 mph	yes
420496529	way	40.7500339	-73.9833966	5th Avenue	secondary	5	25 mph	yes
420499931	way	40.7500030	-73.9823727	East 37th Street	secondary	2	25 mph	yes
420499932	way	40.7471265	-73.9834263	Madison Avenue	secondary	4	25 mph	yes
420509471	way	40.7528032	-73.9948878	West 34th Street	primary	4	25 mph	
420512231	way	40.7469272	-73.9935876	7th Avenue	secondary	4	25 mph	yes
420512232	way	40.7466508	-73.9938894	West 27th Street	unclassified		25 mph	yes
420514148	way	40.7442806	-73.9844051	East 29th Street	residential	1	25 mph	yes
420514149	way	40.7445433	-73.9831203	Park Avenue South	primary	3	25 mph	yes
420519634	way	40.7392043	-73.9840181	East 23rd Street	secondary	4	25 mph	no
420519635	way	40.7404974	-73.9860650	Park Avenue South	primary	3	25 mph	yes
420520112	way	40.7381047	-73.9890359	East 19th Street	residential		25 mph	yes
420520113	way	40.7370132	-73.9886355	Park Avenue South	primary	2	25 mph	yes
420522443	way	40.7353105	-74.0003478	Greenwich Avenue	secondary	2	25 mph	no
420522444	way	40.7347183	-73.9966687	West 11th Street	residential		25 mph	yes
420522695	way	40.7346079	-73.9903153	East 14th Street	residential	2	25 mph	
420526338	way	40.7299682	-73.9921178	Astor Place	residential	2	25 mph	
420530113	way	40.7305200	-74.0045740	7th Avenue South	secondary	3	25 mph	yes
420530114	way	40.7297160	-74.0038785	Bedford Street	residential		25 mph	yes
420589988	way	40.8163914	-73.9428018	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420589989	way	40.8161889	-73.9431586	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420589990	way	40.8158747	-73.9433869	Adam Clayton Powell Jr. Boulevard	primary	2	25 mph	yes
420589991	way	40.8214161	-73.9391346	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420589993	way	40.8148448	-73.9441407	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420589994	way	40.8227269	-73.9381768	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420589995	way	40.8188852	-73.9409782	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420589997	way	40.8150730	-73.9437674	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420589999	way	40.8137418	-73.9447391	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420590000	way	40.8176536	-73.9418827	Adam Clayton Powell Jr. Boulevard	primary		25 mph	yes
420590001	way	40.8155389	-73.9436331	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420590003	way	40.8182638	-73.9414371	Adam Clayton Powell Jr. Boulevard	primary	2	25 mph	yes
420590005	way	40.8157476	-73.9432740	Adam Clayton Powell Jr. Boulevard	primary	2	25 mph	yes
420590007	way	40.8142891	-73.9443407	Adam Clayton Powell Jr. Boulevard	primary	2	25 mph	yes
420590014	way	40.8170247	-73.9423391	Adam Clayton Powell Jr. Boulevard	primary	2	25 mph	yes
420590021	way	40.8207660	-73.9396103	Adam Clayton Powell Jr. Boulevard	primary	2	25 mph	yes
420590024	way	40.8143309	-73.9407980	Malcolm X Boulevard	secondary			yes
420590028	way	40.8177186	-73.9381408	Malcolm X Boulevard	secondary	3		yes
420590032	way	40.8139255	-73.9408940	Malcolm X Boulevard	secondary			yes
420590033	way	40.8181799	-73.9378028	Malcolm X Boulevard	secondary	2		yes
420590034	way	40.8165055	-73.9390305	Malcolm X Boulevard	secondary			yes
420590035	way	40.8152674	-73.9399164	Malcolm X Boulevard	secondary			yes
420590036	way	40.8144176	-73.9405357	Malcolm X Boulevard	secondary	2		yes
420590037	way	40.8155748	-73.9398882	Malcolm X Boulevard	secondary			yes
420590038	way	40.8147927	-73.9404596	Malcolm X Boulevard	secondary	2		yes
420590039	way	40.8168390	-73.9389661	Malcolm X Boulevard	secondary			yes
420590040	way	40.8293190	-73.9419915	Saint Nicholas Avenue	secondary	3	25 mph	no
420590041	way	40.8283906	-73.9423635	Saint Nicholas Avenue	secondary	2	25 mph	no
420590042	way	40.8288709	-73.9421694	Saint Nicholas Avenue	secondary	3	25 mph	no
420590043	way	40.8241868	-73.9446547	Saint Nicholas Avenue	secondary	3	25 mph	no
420590044	way	40.8213997	-73.9460157	Saint Nicholas Avenue	secondary	3	25 mph	no
420590045	way	40.8179910	-73.9476031	Saint Nicholas Avenue	secondary	3	25 mph	no
420590046	way	40.8248797	-73.9441409	Saint Nicholas Avenue	secondary	2	25 mph	no
420590047	way	40.8226491	-73.9454368	Saint Nicholas Avenue	secondary	2	25 mph	no
420590048	way	40.8207079	-73.9463382	Saint Nicholas Avenue	secondary	3	25 mph	no
420590049	way	40.8183316	-73.9474445	Saint Nicholas Avenue	secondary	2	25 mph	no
420590050	way	40.8165152	-73.9482900	Saint Nicholas Avenue	secondary	3	25 mph	no
420590052	way	40.8211472	-73.9461333	Saint Nicholas Avenue	secondary	3	25 mph	no
420590053	way	40.8290995	-73.9420774	Saint Nicholas Avenue	secondary	3	25 mph	no
420590054	way	40.8188773	-73.9471903	Saint Nicholas Avenue	secondary	2	25 mph	no
420590055	way	40.8193438	-73.9469734	Saint Nicholas Avenue	secondary	3	25 mph	no
420590056	way	40.8168862	-73.9481165	Saint Nicholas Avenue	secondary	2	25 mph	no
420590057	way	40.8279331	-73.9425483	Saint Nicholas Avenue	secondary	3	25 mph	no
420590059	way	40.8265282	-73.9431097	Saint Nicholas Avenue	secondary	3		no
420590060	way	40.8176409	-73.9477657	Saint Nicholas Avenue	secondary	2	25 mph	no
420590061	way	40.8256440	-73.9435850	Saint Nicholas Avenue	secondary	2	25 mph	no
420590063	way	40.8272374	-73.9428245	Saint Nicholas Avenue	secondary	2	25 mph	no
420590064	way	40.8300067	-73.9417216	Saint Nicholas Avenue	secondary	2	25 mph	no
420590065	way	40.8245192	-73.9444069	Saint Nicholas Avenue	secondary	2	25 mph	no
420590066	way	40.8209319	-73.9462343	Saint Nicholas Avenue	secondary	3	25 mph	no
420590067	way	40.8239013	-73.9448423	Saint Nicholas Avenue	secondary	3	25 mph	no
420590068	way	40.8153877	-73.9580161	West 125th Street	primary	5	25 mph	no
420590069	way	40.8136980	-73.9565476	West 125th Street	primary	5	25 mph	no
420590070	way	40.8159673	-73.9585365	West 125th Street	secondary	5	25 mph	no
420590072	way	40.8214040	-73.9385049	West 145th Street	secondary	4	25 mph	no
420590073	way	40.8216424	-73.9390725	West 145th Street	secondary			no
420590075	way	40.8229331	-73.9381311	West 147th Street	residential			yes
420598230	way	40.7337537	-73.9807978	1st Avenue	primary	4		yes
420598232	way	40.7311792	-73.9826874	1st Avenue	primary	5	25 mph	yes
420598234	way	40.7337898	-73.9838919	2nd Avenue	primary	4	25 mph	yes
420598236	way	40.7352550	-73.9828234	2nd Avenue	primary	4		yes
420598238	way	40.7335186	-73.9840890	2nd Avenue	primary	4	25 mph	yes
420598241	way	40.7358491	-73.9823918	2nd Avenue	primary	4		yes
420598248	way	40.7314660	-73.9855838	2nd Avenue	primary	3	25 mph	yes
420598252	way	40.7311419	-73.9858196	2nd Avenue	primary	3	25 mph	yes
420598256	way	40.7329199	-73.9845213	2nd Avenue	primary	4	25 mph	yes
420598262	way	40.7321185	-73.9851082	2nd Avenue	primary	3	25 mph	yes
420598266	way	40.7364397	-73.9819621	2nd Avenue	primary	4	25 mph	yes
420598270	way	40.7325799	-73.9847695	2nd Avenue	primary	5	25 mph	yes
420598275	way	40.7361453	-73.9821765	2nd Avenue	primary	4	25 mph	yes
420598281	way	40.7355528	-73.9826065	2nd Avenue	primary	4		yes
420598286	way	40.7317757	-73.9853582	2nd Avenue	primary	3	25 mph	yes
420598289	way	40.7343730	-73.9834672	2nd Avenue	primary	4	25 mph	yes
420598294	way	40.7340830	-73.9836783	2nd Avenue	primary	4	25 mph	yes
420598299	way	40.7349634	-73.9830366	2nd Avenue	primary	4		yes
420598304	way	40.7331968	-73.9843221	2nd Avenue	primary	4	25 mph	yes
420598310	way	40.7346721	-73.9899244	Union Square East	primary	2	25 mph	yes
420598323	way	40.7334180	-74.0029203	7th Avenue South	secondary	3	25 mph	yes
420598327	way	40.7443633	-73.9954517	7th Avenue	secondary	5	25 mph	yes
420598330	way	40.7464115	-73.9939640	7th Avenue	secondary	4	25 mph	yes
420598332	way	40.7464431	-73.9976477	8th Avenue	secondary	5	25 mph	yes
420598333	way	40.7438362	-73.9995506	8th Avenue	secondary	4	25 mph	yes
420598335	way	40.7426551	-74.0004085	8th Avenue	secondary	4	25 mph	yes
420598337	way	40.7414936	-74.0012559	8th Avenue	secondary	4	25 mph	yes
420598339	way	40.7451029	-73.9986236	8th Avenue	secondary	4	25 mph	yes
420598345	way	40.7407621	-74.0017715	8th Avenue	secondary	3	25 mph	yes
420598349	way	40.7431379	-74.0000591	8th Avenue	secondary	3	25 mph	yes
420598356	way	40.7419658	-74.0009089	8th Avenue	secondary	3	25 mph	yes
420598366	way	40.7457521	-73.9981474	8th Avenue	secondary	4	25 mph	yes
420598373	way	40.7403295	-73.9866817	East 23rd Street	secondary	5	25 mph	no
420598391	way	40.7376011	-73.9882046	Park Avenue South	primary	2	25 mph	yes
420598398	way	40.7459334	-73.9822592	Park Avenue	primary	2	25 mph	yes
420598402	way	40.7352643	-73.9900569	Union Square East	primary	2	25 mph	yes
420598407	way	40.7447059	-73.9970551	West 23rd Street	secondary	4	25 mph	
420598415	way	40.7435094	-73.9942171	West 23rd Street	secondary	4	25 mph	
420623112	way	40.7944745	-73.9717643	Broadway	primary	3	25 mph	yes
420623113	way	40.7949149	-73.9717544	Broadway	primary	2	25 mph	yes
420623114	way	40.7941821	-73.9722886	Broadway	primary	2	25 mph	yes
420623115	way	40.7951835	-73.9712910	Broadway	primary	3	25 mph	yes
420623116	way	40.7945240	-73.9720379	Broadway	primary	2	25 mph	yes
420623117	way	40.7930245	-73.9674323	Columbus Avenue	primary	4		yes
420623118	way	40.7839904	-73.9762277	West 81st Street	secondary	1	25 mph	yes
420623119	way	40.7828041	-73.9735333	West 81st Street	secondary	3	25 mph	
420623120	way	40.7821526	-73.9719902	West 81st Street	secondary	3	25 mph	
420623121	way	40.7854088	-73.9696014	West 86th Street	secondary	5	25 mph	
420623122	way	40.7950587	-73.9727345	West 96th Street	secondary	5		
420623123	way	40.7951713	-73.9730084	West 96th Street	secondary	5		
420623124	way	40.7945212	-73.9714449	West 96th Street	secondary	4		
420623125	way	40.7946646	-73.9717811	West 96th Street	secondary			
420623126	way	40.7947547	-73.9735826	West End Avenue	tertiary	2	25 mph	no
420623127	way	40.7950885	-73.9733383	West End Avenue	tertiary	3		no
420623128	way	40.7957575	-73.9728517	West End Avenue	tertiary	2	25 mph	no
420624663	way	40.7806115	-73.9864055	West 72nd Street	secondary	3	25 mph	
420625559	way	40.8008631	-73.9616965	Columbus Avenue	primary	3	25 mph	yes
420625560	way	40.7980120	-73.9637757	Columbus Avenue	primary	4	25 mph	yes
420625561	way	40.8002344	-73.9621562	Columbus Avenue	primary	3	25 mph	yes
420625562	way	40.7993427	-73.9628000	Columbus Avenue	primary	4	25 mph	yes
420625563	way	40.7986736	-73.9632908	Columbus Avenue	primary	3	25 mph	yes
420625564	way	40.8012105	-73.9675424	West 106th Street	secondary			
420625565	way	40.7985742	-73.9612903	West 106th Street	secondary			
420625567	way	40.7998366	-73.9642822	West 106th Street	secondary	2		
420625568	way	40.8015421	-73.9683361	West 106th Street	secondary			
420625569	way	40.8008691	-73.9667345	West 106th Street	secondary			
420625570	way	40.7987934	-73.9618039	West 106th Street	secondary			
420625573	way	40.7981276	-73.9602333	West 106th Street	secondary			
420625575	way	40.7999516	-73.9605078	West 108th Street	residential			yes
420626378	way	40.7799910	-73.9470879	1st Avenue	primary	5	25 mph	yes
420626386	way	40.7767186	-73.9494927	1st Avenue	primary	5	25 mph	yes
420626388	way	40.7787345	-73.9480104	1st Avenue	primary	5	25 mph	yes
420626393	way	40.7771408	-73.9491824	1st Avenue	primary	4	25 mph	yes
420626395	way	40.7774726	-73.9489380	1st Avenue	primary	5	25 mph	yes
420626396	way	40.7793628	-73.9475487	1st Avenue	primary	4	25 mph	yes
420626397	way	40.7781028	-73.9484755	1st Avenue	primary	4	25 mph	yes
420627056	way	40.7660334	-73.9538909	East 71st Street	tertiary	3	25 mph	yes
420629927	way	40.7198667	-73.9784227	East Houston Street	primary	3	25 mph	yes
420629930	way	40.7203533	-73.9803555	East Houston Street	primary	2	25 mph	yes
420629936	way	40.7199555	-73.9786407	East Houston Street	primary	3	25 mph	yes
420629940	way	40.7191488	-73.9761424	East Houston Street	primary	3	25 mph	yes
420629945	way	40.7189131	-73.9749429	East Houston Street	primary	2	25 mph	yes
420772653	way	40.7171954	-74.0128867	Chambers Street	secondary		20 mph	
420788272	way	40.7065942	-74.0150993		service			yes
420802027	way	40.7518450	-73.9677602	1st Avenue	primary	1	25 mph	yes
420802028	way	40.7530327	-73.9660832	East 49th Street	secondary	2		yes
420806145	way	40.7618785	-73.9663584	3rd Avenue	primary	4	25 mph	yes
420806146	way	40.7576265	-73.9692118	East 53rd Street	secondary	2	25 mph	yes
420809419	way	40.7272538	-74.0073235	Hudson Street	secondary	2	25 mph	yes
420810619	way	40.7143559	-74.0061540	Broadway	secondary	3	20 mph	yes
420810620	way	40.7165461	-74.0043062	Broadway	secondary		20 mph	yes
420810621	way	40.7186729	-74.0070293	Varick Street	secondary	2	20 mph	yes
420810622	way	40.7201188	-74.0067535	Varick Street	secondary	2	20 mph	yes
420863269	way	40.8668401	-73.9309491	Riverside Drive	primary			yes
420863270	way	40.8667430	-73.9308222	Riverside Drive	primary	2		yes
420863271	way	40.8666019	-73.9205114	West 207th Street	primary			no
420863272	way	40.8662880	-73.9203103	West 207th Street	primary			no
420863273	way	40.8659640	-73.9201030	West 207th Street	primary			no
420863274	way	40.8669261	-73.9207197	West 207th Street	primary			no
420863275	way	40.8656424	-73.9198968	West 207th Street	primary			no
420871053	way	40.7969130	-73.9347440	1st Avenue	primary	4	25 mph	yes
420871055	way	40.7996548	-73.9358405	2nd Avenue	primary	5	25 mph	yes
420871058	way	40.7984267	-73.9367351	2nd Avenue	primary	5	25 mph	yes
420871059	way	40.7972364	-73.9376098	2nd Avenue	primary	5	25 mph	yes
420871062	way	40.7992510	-73.9361345	2nd Avenue	primary	4	25 mph	yes
420871065	way	40.7979935	-73.9370502	2nd Avenue	primary	4	25 mph	yes
420871070	way	40.8024277	-73.9338261	2nd Avenue	primary	4	25 mph	yes
420872176	way	40.7331632	-73.9812255	1st Avenue	primary	5		yes
420872177	way	40.7455849	-73.9721974	1st Avenue	primary	5	25 mph	yes
420872179	way	40.7366394	-73.9787293	1st Avenue	primary	5	25 mph	yes
420872180	way	40.7316019	-73.9823768	1st Avenue	primary	4	25 mph	yes
420872181	way	40.7384194	-73.9805295	2nd Avenue	primary	5	25 mph	yes
420872183	way	40.7455506	-73.9753288	2nd Avenue	primary	6	25 mph	yes
420872184	way	40.7411413	-73.9785703	2nd Avenue	primary	5	25 mph	yes
420872186	way	40.7387255	-73.9803070	2nd Avenue	primary	5	25 mph	yes
420872188	way	40.7453111	-73.9755051	2nd Avenue	primary	6	25 mph	yes
420872190	way	40.7414474	-73.9783341	2nd Avenue	primary	5	25 mph	yes
420872191	way	40.7399650	-73.9794107	2nd Avenue	primary	6	25 mph	yes
420872193	way	40.7393451	-73.9798584	2nd Avenue	primary	5	25 mph	yes
420872194	way	40.7425149	-73.9775466	2nd Avenue	primary	6	25 mph	yes
420872195	way	40.7449793	-73.9757494	2nd Avenue	primary	6	25 mph	yes
420872197	way	40.7367975	-73.9783120	East 23rd Street	secondary	5	25 mph	no
420872199	way	40.7355539	-73.9753618	East 23rd Street	secondary	4	25 mph	no
420872201	way	40.7369852	-73.9787532	East 23rd Street	secondary	5	25 mph	no
420872204	way	40.7446469	-73.9755450	East 34th Street	primary	5	25 mph	
420872205	way	40.7433322	-73.9724346	East 34th Street	primary	5	25 mph	
420872209	way	40.7458280	-73.9762842	East 35th Street	secondary	3	25 mph	
420872212	way	40.7457199	-73.9770611	Tunnel Exit Street	primary	3	25 mph	yes
420873726	way	40.8047847	-73.9350446	3rd Avenue	secondary	5	25 mph	yes
420874479	way	40.8513575	-73.9285325	Amsterdam Avenue	secondary	3		
420874480	way	40.8490578	-73.9302060	Amsterdam Avenue	secondary			
420874482	way	40.8479761	-73.9309971	Amsterdam Avenue	secondary			
420874483	way	40.8496168	-73.9298271	Amsterdam Avenue	secondary	2		
420874485	way	40.8483163	-73.9307482	Amsterdam Avenue	secondary	4		
420874486	way	40.8602214	-73.9238605	Dyckman Street	primary	2		
420874488	way	40.8569822	-73.9282641	Fort George Hill	secondary			
420874490	way	40.8478686	-73.9301959	Washington Bridge	primary	3	25 mph	yes
420874492	way	40.8482237	-73.9310916	West 181st Street	tertiary	3		no
420877066	way	40.8036902	-73.9520764	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420877067	way	40.8087476	-73.9483879	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420877070	way	40.8034670	-73.9524522	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420877071	way	40.8113058	-73.9465221	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420877072	way	40.8090942	-73.9481382	Adam Clayton Powell Jr. Boulevard	primary	2	25 mph	yes
420877073	way	40.8049562	-73.9511475	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420877074	way	40.8047536	-73.9515112	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420877076	way	40.8010919	-73.9539668	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420877077	way	40.8123543	-73.9459665	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420877078	way	40.8085169	-73.9487609	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420877079	way	40.8062111	-73.9502387	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420877081	way	40.8100545	-73.9474301	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420877082	way	40.8088552	-73.9485130	Adam Clayton Powell Jr. Boulevard	primary	2	25 mph	yes
420877083	way	40.8072519	-73.9496835	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420877085	way	40.8125433	-73.9456137	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420877087	way	40.8059852	-73.9506114	Adam Clayton Powell Jr. Boulevard	primary	3	25 mph	yes
420877089	way	40.8053773	-73.9510552	Adam Clayton Powell Jr. Boulevard	primary	2	25 mph	yes
420877090	way	40.8092005	-73.9482637	Adam Clayton Powell Jr. Boulevard	primary	4	25 mph	yes
