@id	@type	@lat	@lon	name	highway	lanes	maxspeed	oneway
630828554	way	40.7385381	-73.9854596	Lexington Avenue	residential	1	25 mph	yes
630828555	way	40.7373472	-73.9863314	Irving Place	residential	2	25 mph	
630828556	way	40.7511146	-73.9763043	Lexington Avenue	secondary	4	25 mph	yes
630828562	way	40.8034175	-73.9580046	Manhattan Avenue	residential	2	25 mph	no
630828563	way	40.8103768	-73.9547366	Morningside Avenue	residential			no
630828564	way	40.8222643	-73.9445035	Edgecombe Avenue	tertiary			yes
630828565	way	40.8234589	-73.9433851	West 145th Street	secondary	4	25 mph	no
630828566	way	40.8224692	-73.9410368	West 145th Street	secondary	4	25 mph	no
630828567	way	40.8210687	-73.9456177	West 141st Street	tertiary			no
630828568	way	40.8091686	-73.9538146	Manhattan Avenue	residential	1	25 mph	yes
630828569	way	40.8097716	-73.9542737	West 123rd Street	residential			yes
630828570	way	40.8100888	-73.9550361	West 123rd Street	residential			yes
630828575	way	40.8335349	-73.9475606	West 155th Street	residential			yes
630828581	way	40.7714969	-73.9831207	Columbus Avenue	primary	4	25 mph	yes
630828582	way	40.7692966	-73.9820047	Broadway	primary	4	25 mph	yes
630828583	way	40.7468983	-73.9973174	8th Avenue	secondary	4	25 mph	yes
630828584	way	40.7467098	-73.9958896	West 26th Street	residential	1	25 mph	yes
630828585	way	40.7443844	-73.9903788	West 26th Street	residential	1	25 mph	yes
630828586	way	40.7434748	-73.9923877	6th Avenue	secondary	4	25 mph	yes
630828592	way	40.7288787	-73.9904071	Cooper Square	primary	4	25 mph	no
630828594	way	40.7336337	-73.9879877	East 14th Street	residential	2	25 mph	
630828595	way	40.7185771	-73.9986968	Baxter Street	residential		25 mph	yes
630828596	way	40.7155209	-74.0012341	Hogan Place	residential	1	20 mph	yes
630828599	way	40.7096685	-74.0014985	Pearl Street	primary	4	20 mph	no
634144840	way	40.7624408	-73.9978421		service			
634144842	way	40.7627363	-73.9981025		service			
634469643	way	40.7941314	-73.9408360	East 111th Street	residential	1	25 mph	yes
637117721	way	40.7479377	-73.9875254		service			
640040883	way	40.7905851	-73.9523484		service			
641914938	way	40.7402532	-73.9767684	East 28th Street	residential		25 mph	yes
643000848	way	40.7163966	-74.0128649	Warren Street	residential	1	20 mph	yes
643000849	way	40.7158107	-74.0110520	Greenwich Street	residential	1	20 mph	yes
643145280	way	40.6869662	-74.0203423		service			
643145281	way	40.6869970	-74.0187962		service			
643444515	way	40.7387571	-74.0029016	Horatio Street	residential	1	25 mph	yes
645825101	way	40.7474575	-73.9982581		service			
645864303	way	40.7472821	-74.0002816		service			
645864305	way	40.7469447	-74.0004562		service			
645864306	way	40.7471286	-74.0002799		service			
646635889	way	40.7359513	-73.9976145	West 12th Street	residential	1	25 mph	yes
648894329	way	40.7936828	-73.9580840	102nd Street Crossing	service			
648894330	way	40.7940478	-73.9563315	102nd Street Crossing	service			
650279551	way	40.7278505	-73.9917674		service			
651661734	way	40.7819289	-73.9496453		service			yes
651661738	way	40.7819420	-73.9496756		service			yes
651664431	way	40.7821802	-73.9502427		service			
652023436	way	40.7868133	-73.9481546	3rd Avenue	primary	3		yes
652023437	way	40.7915802	-73.9446689	3rd Avenue	primary			yes
652023438	way	40.7855421	-73.9490790	3rd Avenue	primary	6		yes
652023439	way	40.7874383	-73.9476918	3rd Avenue	primary	6		yes
652023441	way	40.7861956	-73.9486079	3rd Avenue	primary	5		yes
652023442	way	40.7874664	-73.9487252	East 99th Street	residential			yes
652553032	way	40.7693854	-73.9937492		service			
652745780	way	40.7919770	-73.9377190	East 110th Street	residential	1		yes
652745786	way	40.7934932	-73.9413083	East 110th Street	residential	1		yes
652875877	way	40.7114648	-74.0056044	Spruce Street	residential	1	20 mph	yes
653428657	way	40.7263863	-73.9959669	Broadway	primary	3	25 mph	yes
653471088	way	40.7307931	-73.9904621	4th Avenue	residential	1	25 mph	yes
653471089	way	40.7304857	-73.9902749	East 9th Street	residential	1	25 mph	yes
653471090	way	40.7309095	-73.9912777	Wanamaker Place	residential	1	25 mph	yes
653471091	way	40.7306614	-73.9906132	Lafayette Street	primary	2	25 mph	yes
653534688	way	40.7292695	-73.9909387	Cooper Square	residential		25 mph	yes
654560917	way	40.7261025	-73.9863995	1st Avenue	primary	4	25 mph	yes
654560919	way	40.7248935	-73.9872775	1st Avenue	primary	4	25 mph	yes
654560920	way	40.7526931	-73.9669706	1st Avenue Tunnel	primary	1		yes
654560922	way	40.7521437	-73.9673672	1st Avenue Tunnel	primary	2		yes
654560924	way	40.7244909	-73.9875696	1st Avenue	primary	6	25 mph	yes
654560928	way	40.7257044	-73.9866894	1st Avenue	primary	4	25 mph	yes
654561408	way	40.7018224	-74.0138226		service			yes
654561413	way	40.7480609	-73.9705487	1st Avenue	primary	1		yes
654756704	way	40.8031974	-73.9325103	East 126th Street	residential	1		yes
655255187	way	40.7130869	-73.9936815	Henry Street	residential	2	20 mph	
655260632	way	40.7123111	-74.0118837	Greenwich Street	unclassified	2	25 mph	yes
655499757	way	40.7135640	-74.0134167	Vesey Street	unclassified	2	25 mph	yes
656827422	way	40.7022873	-74.0137941	Peter Minuit Plaza	unclassified	2	20 mph	no
657059020	way	40.8200278	-73.9598915	Marginal Street	secondary	2		yes
658006856	way	40.7832813	-73.9447920	East 96th Street	secondary	6		no
658012543	way	40.8033050	-73.9327703	East 126th Street	residential	1		yes
658097764	way	40.7021302	-74.0138234	Peter Minuit Plaza	unclassified	2	20 mph	no
658097765	way	40.7017626	-74.0135744		service			yes
658488333	way	40.7472095	-73.9756613	East 37th Street	secondary	1	25 mph	yes
658579519	way	40.8055052	-73.9639365	West 113th Street	residential			yes
658583340	way	40.7565222	-73.9704717	East 51st Street	residential	1	25 mph	yes
658583343	way	40.7531788	-73.9683372	East 48th Street	residential	1		yes
658583344	way	40.7811389	-73.9534735	East 89th Street	residential	1	25 mph	yes
659645612	way	40.7875591	-73.9431325	East 102nd Street	residential	1		yes
659714534	way	40.7451479	-73.9708464	FDR Drive	primary	2		yes
659714535	way	40.7589868	-73.9594943	York Avenue	secondary	6	25 mph	
660225474	way	40.7831333	-73.9485620		service			
660225503	way	40.7832281	-73.9476514		service			
660225519	way	40.7844981	-73.9497650	East 95th Street	residential			yes
660225527	way	40.7826864	-73.9451326	1st Avenue	primary	4	25 mph	yes
660225529	way	40.7824213	-73.9467954	East 94th Street	residential			yes
660225539	way	40.7848619	-73.9495837	3rd Avenue	primary	4		yes
660247423	way	40.7842196	-73.9447858		service			
660247426	way	40.7843024	-73.9447379		service			
660671382	way	40.8056323	-73.9502970	West 120th Street	residential	1		yes
661227256	way	40.7726426	-73.9771432	Warner LeRoy Place	service			
661227257	way	40.7736661	-73.9778313	Central Park West	secondary	4	25 mph	
661292554	way	40.7879351	-73.9417388		service			yes
662161062	way	40.7139622	-73.9947048	Market Street	residential	2	20 mph	yes
662161063	way	40.7124425	-73.9970282	Catherine Street	residential	1	20 mph	yes
663499005	way	40.7361091	-73.9806448	East 21st Street	residential	1	25 mph	yes
663509704	way	40.7301281	-74.0068554	Hudson Street	secondary	3	25 mph	yes
663509729	way	40.7322720	-74.0065087	Hudson Street	secondary	2	25 mph	yes
663509731	way	40.7315008	-74.0066315	Hudson Street	secondary	4	25 mph	yes
663543997	way	40.7666538	-73.9829182	8th Avenue	secondary	5		yes
663612299	way	40.7635366	-73.9871226	West 51st Street	residential	1		yes
663612305	way	40.7610598	-73.9870729	West 48th Street	residential	1		yes
663630710	way	40.7391422	-74.0032310	West 13th Street	residential	2	25 mph	no
663634122	way	40.7354464	-74.0050442	Bleecker Street	residential		20 mph	yes
663797737	way	40.7339039	-74.0045179	Bleecker Street	residential		20 mph	yes
663797739	way	40.7335985	-74.0043631	Bleecker Street	residential	1	20 mph	yes
663797741	way	40.7253245	-73.9925289	Bleecker Street	residential	2	25 mph	yes
663799681	way	40.7304497	-74.0020691	Carmine Street	residential		25 mph	yes
664155770	way	40.7900046	-73.9407290		service			
664155773	way	40.7902247	-73.9405752		service			
664155775	way	40.7901112	-73.9406546		service			
664204752	way	40.7946271	-73.9319616		service	2		yes
664315724	way	40.7965016	-73.9482744		service			
664315725	way	40.7977691	-73.9493704		service			
664660185	way	40.7462728	-73.9735251	East 37th Street	secondary	4	25 mph	yes
664660187	way	40.7462815	-73.9734287		service			
664697041	way	40.7878025	-73.9499720		service			
664719558	way	40.7848104	-73.9443898		service			yes
664719560	way	40.7850231	-73.9442456		service			yes
664860739	way	40.7501174	-73.9904768		service			
664893444	way	40.7978861	-73.9471216		service			
664893445	way	40.7978563	-73.9473703		service			
664893450	way	40.7992782	-73.9458915		service			
664893483	way	40.8108910	-73.9488391	West 127th Street	residential			yes
664893484	way	40.8101601	-73.9475652	Adam Clayton Powell Jr. Boulevard	primary	2	25 mph	yes
664893485	way	40.8209454	-73.9432899	Frederick Douglass Boulevard	secondary	4	25 mph	no
664893486	way	40.8125183	-73.9527048	West 127th Street	residential			yes
664898726	way	40.7519329	-73.9909147		service			yes
664903778	way	40.8099710	-73.9624878		primary_link			no
664903779	way	40.8093259	-73.9629487		primary_link			no
665503121	way	40.7220586	-73.9758317	East 6th Street	residential	2	20 mph	
665721572	way	40.7468680	-73.9865633		service			
665728901	way	40.7468834	-73.9868839		service			
665728902	way	40.7464099	-73.9874145		service			
665728903	way	40.7466512	-73.9871466		service			
666752576	way	40.7349957	-73.9912325	East 14th Street	residential	2	25 mph	
666827052	way	40.7840098	-73.9483632		service			
667300032	way	40.7879124	-73.9469418		service			
667306868	way	40.7866828	-73.9465329		service			
667344132	way	40.7362130	-73.9909933	Union Square West	residential	1	25 mph	yes
667597422	way	40.7424640	-73.9868211	Madison Avenue	secondary	2	25 mph	yes
667931441	way	40.7346890	-73.9994004		service			
667931444	way	40.7346841	-73.9993304		service			
667936331	way	40.7866184	-73.9480740		service			
667936333	way	40.7869109	-73.9478905		service			
667958785	way	40.7909101	-73.9499552		service			
667958800	way	40.7913152	-73.9508584		service			
668045043	way	40.7320033	-73.9956423		service			yes
668045044	way	40.7319725	-73.9955698		service			yes
668142700	way	40.7940409	-73.9485873		service			
668153180	way	40.7955891	-73.9323239	East 117th Street	residential			yes
668168842	way	40.7954328	-73.9320607		service			
668808115	way	40.7751089	-73.9510969		service			
669430092	way	40.7879308	-73.9416126		service			
669620176	way	40.7931828	-73.9499033		service			
669657396	way	40.7517805	-73.9675400	1st Avenue	primary	3	25 mph	yes
669685948	way	40.7055676	-74.0068465	Water Street	primary	4	20 mph	no
669779837	way	40.8213970	-73.9541576	West 137th Street	residential			yes
670517721	way	40.8495027	-73.9341543	West 181st Street	tertiary			no
670677113	way	40.7107395	-74.0060194		service			
670988060	way	40.7568412	-73.9671039	2nd Avenue	primary	4	25 mph	yes
671202178	way	40.7701106	-73.9820263	Broadway	primary	4	25 mph	yes
671208356	way	40.7620133	-73.9696053	East 58th Street	residential	3	25 mph	yes
671208357	way	40.7619904	-73.9706010	Park Avenue	primary	3	25 mph	yes
671208358	way	40.7647569	-73.9683474	Park Avenue	primary	3	25 mph	yes
671212509	way	40.7504447	-73.9768037	Lexington Avenue	secondary	4	25 mph	yes
671593547	way	40.7818144	-73.9473202	East 93rd Street	residential			yes
671832298	way	40.8033015	-73.9506119	West 117th Street	residential			yes
671832299	way	40.8027055	-73.9491989	West 117th Street	residential			yes
671845942	way	40.8062933	-73.9528268	Saint Nicholas Avenue	secondary	2	25 mph	
672083217	way	40.7588870	-73.9611379		service			
672087372	way	40.7604455	-73.9993678		service			
672581827	way	40.7432743	-73.9735478		service			
672581829	way	40.7431644	-73.9725761		service			
672581830	way	40.7432998	-73.9728930		service			yes
672582010	way	40.7435080	-73.9732145		service			yes
672746385	way	40.7116996	-74.0076977	Park Row	secondary	2	20 mph	yes
674686230	way	40.7424140	-74.0043393	9th Avenue	secondary		25 mph	yes
675122669	way	40.7742728	-73.9837306		service			
675898626	way	40.7109052	-73.9894972		service			no
675913158	way	40.7113641	-73.9912537		service			
675913183	way	40.7120188	-73.9894592		service			
675913184	way	40.7115467	-73.9883427		service			
675913185	way	40.7114986	-73.9888349		service			
675913186	way	40.7124851	-73.9889618		service			
675913187	way	40.7121961	-73.9871325		service			
675937260	way	40.7143136	-73.9949460		service			yes
675937261	way	40.7143081	-73.9950786		service			yes
675967321	way	40.7178840	-73.9951237	Bowery	primary	6	25 mph	
675967322	way	40.7183810	-73.9945112	Grand Street	secondary	1	25 mph	yes
676028733	way	40.7341960	-73.9749542	Peter Cooper Road	residential		25 mph	yes
676028734	way	40.7351648	-73.9771744	Peter Cooper Road	residential		25 mph	yes
676722335	way	40.7280286	-73.9964799		service			
676722336	way	40.7275918	-73.9968398		service			
677067769	way	40.7539649	-74.0022315	Hudson Boulevard East	living_street	1		yes
678234027	way	40.7500433	-73.9844941		service			
678234030	way	40.7494931	-73.9848843		service			
678484215	way	40.7763249	-73.9431820		service			
678558653	way	40.7579359	-73.9904164		service			
679616406	way	40.8511454	-73.9414106	Haven Avenue	secondary			yes
679616478	way	40.8364256	-73.9394488	Amsterdam Avenue	secondary			no
680432292	way	40.7443422	-73.9805674		service			
680889022	way	40.8715076	-73.9137873	Broadway	primary	2		yes
680889023	way	40.8714364	-73.9136280	Broadway	primary	3		yes
680889661	way	40.8720778	-73.9131367	Broadway	primary	2		yes
680889662	way	40.8722989	-73.9127089	West 220th Street	residential			
680889663	way	40.8719777	-73.9129400	Broadway	primary	2		yes
681042530	way	40.7661639	-73.9972417	West 49th Street	secondary	1		yes
681044202	way	40.7590643	-73.9520778	Main Street	tertiary	2	15 mph	
681044203	way	40.7587373	-73.9523891	Main Street	tertiary	2	15 mph	
681044204	way	40.7583218	-73.9528189	Main Street	tertiary	2	15 mph	
681044484	way	40.7612733	-73.9503443	Main Street	tertiary	2	15 mph	
681044485	way	40.7606950	-73.9511421	Main Street	tertiary	2	15 mph	
681044845	way	40.7625692	-73.9493723	Main Street	tertiary	2	15 mph	
681044846	way	40.7620974	-73.9496206	Main Street	tertiary	2	15 mph	
681064391	way	40.7251548	-73.9958498	East Houston Street	primary	3	25 mph	yes
681681780	way	40.8140362	-73.9427688	West 134th Street	residential	1		yes
681681782	way	40.8146352	-73.9441897	West 134th Street	residential	1		yes
682278650	way	40.7530177	-74.0051100	West 29th Street	unclassified	1	25 mph	yes
682359028	way	40.7674161	-73.9963274	West 51st Street	residential	1	25 mph	yes
682359868	way	40.7488305	-73.9698531	East 42nd Street	primary	4	25 mph	
682360554	way	40.7576529	-73.9857726	7th Avenue	secondary	4	25 mph	yes
682470409	way	40.7107251	-73.9929773	Cherry Street	residential	1	20 mph	yes
682832895	way	40.7577037	-73.9536363	Main Street	tertiary		15 mph	
682832896	way	40.7575928	-73.9537256		tertiary		15 mph	yes
682850452	way	40.7291166	-74.0106688	West Houston Street	tertiary	2	25 mph	
683497789	way	40.7456787	-74.0057455		service			
684320307	way	40.7130533	-73.9798383		service			
684320317	way	40.7122254	-73.9867635		service			
684320318	way	40.7122571	-73.9864115		service			
684944660	way	40.7104710	-74.0133962		service	2		yes
684945271	way	40.7101628	-74.0137844		service			
685336387	way	40.7907602	-73.9448524	East 105th Street	residential		20 mph	yes
686125780	way	40.7694987	-73.9607908	3rd Avenue	primary	5	25 mph	yes
686125781	way	40.7672939	-73.9666039	East 66th Street	secondary	1	25 mph	yes
686125782	way	40.7765536	-73.9597411	Park Avenue	primary	3	25 mph	yes
686125784	way	40.7647324	-73.9613353	2nd Avenue	primary	5	25 mph	yes
686125787	way	40.7632213	-73.9624436	2nd Avenue	primary	5	25 mph	yes
686125790	way	40.7666460	-73.9628679	3rd Avenue	primary	4		yes
688682444	way	40.7715987	-73.9861681		service			no
689037620	way	40.7370262	-74.0056420	Hudson Street	residential		25 mph	yes
689240425	way	40.7695123	-73.9838093		service			
689241492	way	40.7465959	-74.0083079		service	3	5 mph	yes
690414969	way	40.7490760	-73.9881261	West 33rd Street	residential		25 mph	yes
690415944	way	40.8666850	-73.9175627	Sherman Avenue	secondary			no
690415948	way	40.8664988	-73.9180826	Sherman Avenue	secondary			no
690415951	way	40.8663090	-73.9179676		service			
690415953	way	40.8662416	-73.9180259		service			
690415955	way	40.8664169	-73.9177722		service			
691480071	way	40.7607327	-73.9646117	East 59th Street	secondary	3	25 mph	yes
693345069	way	40.7479150	-73.9882518	Broadway	living_street	1	10 mph	yes
693648914	way	40.8430137	-73.9424848	West 169th Street	residential	1	25 mph	yes
693648919	way	40.8426037	-73.9431929		service			yes
693648922	way	40.8423295	-73.9433889		service			yes
693648925	way	40.8423296	-73.9432654		service			yes
693838032	way	40.7729855	-73.9820766	West 65th Street	secondary	2	25 mph	yes
694312424	way	40.7386109	-74.0038641	West 4th Street	residential		25 mph	yes
696491643	way	40.7596383	-73.9994298	West 40th Street	primary	2	25 mph	
696491645	way	40.7579853	-74.0003565	11th Avenue	primary	6	25 mph	no
697704857	way	40.7128239	-74.0137920	Fulton Street	unclassified	1	25 mph	yes
697704858	way	40.7102787	-74.0130342		service	1		yes
697704860	way	40.7105759	-74.0136138		service	1		yes
697704862	way	40.7107896	-74.0140856		service	2		yes
698069210	way	40.7437038	-74.0077718	West 16th Street	residential		25 mph	yes
699795069	way	40.7859130	-73.9847442		service			yes
699795070	way	40.7856426	-73.9849233	Hudson River Greenway	service			yes
699843297	way	40.7402633	-73.9748695	East 29th Street	residential		25 mph	no
700951338	way	40.7525341	-73.9874297	Broadway	residential	1	10 mph	yes
700951339	way	40.7518142	-73.9875981	Broadway	residential	1	25 mph	yes
705223734	way	40.7778748	-73.9821798	Broadway	primary			yes
705223736	way	40.7779922	-73.9822860	West 71st Street	residential	1		yes
705223737	way	40.7776644	-73.9822883	Amsterdam Avenue	primary	4		yes
706833044	way	40.7227717	-73.9813094	East 4th Street	residential		20 mph	yes
706833045	way	40.7287279	-73.9966529	West 3rd Street	residential		25 mph	yes
706833046	way	40.7298789	-73.9989973	West 3rd Street	residential		25 mph	yes
706833047	way	40.7307469	-74.0007669	West 3rd Street	residential		25 mph	yes
707402359	way	40.7671639	-73.9449976		service			
707402363	way	40.7579798	-73.9532582		service			yes
707402782	way	40.6918968	-74.0144347		service			
708353351	way	40.7547944	-74.0017080	West 33rd Street	unclassified	3	25 mph	yes
708353352	way	40.7551645	-74.0005199	Hudson Boulevard East	unclassified	1	25 mph	yes
708353365	way	40.7525713	-74.0021593	West 30th Street	primary		25 mph	yes
708353366	way	40.7524131	-74.0017850	West 30th Street	primary	1	25 mph	yes
708353367	way	40.7521225	-74.0010917	West 30th Street	primary	2	25 mph	yes
708353983	way	40.7545052	-74.0022754	Hudson Boulevard West	living_street	1		yes
709355577	way	40.7693673	-73.9809876	Central Park West	secondary	2	25 mph	yes
710371834	way	40.7118673	-73.9969098	Catherine Street	residential	1	20 mph	yes
710571382	way	40.7651245	-73.9613423		service			yes
710571383	way	40.7666132	-73.9610084		service			yes
710571387	way	40.7591644	-73.9689685	East 55th Street	residential	1		yes
710571388	way	40.7592807	-73.9682775	3rd Avenue	primary	2	25 mph	yes
710571389	way	40.7592569	-73.9682200	3rd Avenue	primary	2	25 mph	yes
710571390	way	40.7601429	-73.9672627	East 57th Street	primary			
710571391	way	40.7605817	-73.9672457	3rd Avenue	primary	2	25 mph	yes
710571392	way	40.7581226	-73.9645570	East 56th Street	residential	3	25 mph	yes
710571393	way	40.7598886	-73.9677013	3rd Avenue	primary	2	25 mph	yes
711147864	way	40.7518605	-74.0023705	West 29th Street	unclassified	1	25 mph	yes
711147865	way	40.7504063	-73.9989262	West 29th Street	unclassified	1	25 mph	yes
711363473	way	40.7116805	-73.9934182	Monroe Street	residential	1	20 mph	yes
711924577	way	40.7425643	-73.9722576	FDR Drive	primary		25 mph	yes
712129587	way	40.7168321	-73.9918479		service			
712129588	way	40.7169263	-73.9921401		service			
712156463	way	40.7651056	-73.9536652	East 70th Street	unclassified	2		yes
712156464	way	40.7647633	-73.9528500	East 70th Street	unclassified	1		
712156465	way	40.7649458	-73.9532844	East 70th Street	unclassified	2		yes
712343085	way	40.7371464	-73.9741072		service			
713102051	way	40.7508928	-73.9877812	Broadway	residential	1	25 mph	yes
714993623	way	40.7691903	-73.9927346	West 55th Street	unclassified	1		yes
717537135	way	40.7762429	-73.9478512	East 86th Street	secondary	4	25 mph	no
717625447	way	40.7614724	-73.9802644	West 52nd Street	residential	1	25 mph	yes
717625448	way	40.7625429	-73.9828040	West 52nd Street	residential	2	25 mph	yes
717634370	way	40.7694807	-73.9934230	West 55th Street	unclassified	3		yes
717634371	way	40.7699870	-73.9946603	West 55th Street	unclassified	1	25 mph	yes
717634745	way	40.7706645	-73.9943249	West 56th Street	unclassified	2	25 mph	yes
718490116	way	40.7626214	-73.9564694		service			
722996633	way	40.7235740	-73.9866489		service			
722996634	way	40.7233724	-73.9862004		service			
723323622	way	40.8244982	-73.9545625	Riverside Drive	secondary	2		yes
723945877	way	40.8587472	-73.9302376		service			
723945878	way	40.8584997	-73.9304018		service			
725771860	way	40.7360023	-73.9811526		service			
725771861	way	40.7355276	-73.9801805		service			
727135244	way	40.8302983	-73.9439056	Amsterdam Avenue	secondary			no
727644278	way	40.7232103	-74.0040418	Thompson Street	residential		25 mph	yes
727644279	way	40.7238712	-74.0040127	Broome Street	residential		25 mph	yes
727644280	way	40.7299290	-73.9973242	Washington Square South	residential		25 mph	yes
727649619	way	40.7257497	-73.9941152	Bleecker Street	residential	1	25 mph	yes
727649620	way	40.7341407	-73.9971897	West 10th Street	residential	1	25 mph	yes
727702632	way	40.7541213	-73.9764321	East 45th Street	secondary	2	25 mph	yes
727702633	way	40.7538569	-73.9758053	East 45th Street	secondary	2		yes
728122200	way	40.8180890	-73.9442464		service			
728122201	way	40.8184319	-73.9427443		service			
728122203	way	40.8173935	-73.9435127		service			
728122205	way	40.8179607	-73.9430895		service			
728846835	way	40.7768157	-73.9871754		service			
729761770	way	40.8408051	-73.9378775		service			
729972918	way	40.7482654	-73.9763035	3rd Avenue	primary	6	25 mph	yes
729972920	way	40.7265138	-73.9988776	West Houston Street	primary	3	25 mph	yes
729972921	way	40.7256473	-73.9971193	West Houston Street	primary	3	25 mph	yes
729972924	way	40.7281882	-74.0028621		primary_link	1	25 mph	yes
730036152	way	40.7387155	-74.0036022	8th Avenue	residential	1	25 mph	yes
730191436	way	40.8400959	-73.9427034		service			yes
730300445	way	40.7119023	-73.9848678	Montgomery Street	secondary	1	25 mph	yes
730895492	way	40.7888949	-73.9383121	East 106th Street	residential	2	25 mph	
731124237	way	40.8128842	-73.9353758	Madison Avenue Bridge	secondary	2	25 mph	yes
731949023	way	40.8331317	-73.9366769		service			
731949024	way	40.8332724	-73.9356809		service			
731973894	way	40.8545750	-73.9279068		service			yes
732254814	way	40.7529514	-74.0055417		service			
732254815	way	40.7529174	-74.0055037		service			yes
732254816	way	40.7532602	-74.0065810		service			
732258395	way	40.7649047	-73.9632561		service			
732258396	way	40.7648999	-73.9632582		service			
732258679	way	40.7695970	-73.9504949		service			
732258680	way	40.7697620	-73.9509057		service			
732258681	way	40.7696042	-73.9507594		service			
732260336	way	40.7780655	-73.9860331		service			
732279399	way	40.7228241	-73.9919515		service			
732378484	way	40.7787551	-73.9862672		service			
732537383	way	40.7078470	-74.0052704		service			no
732539476	way	40.7221626	-73.9900932		service			
732543747	way	40.7102879	-74.0175089		service			yes
732543748	way	40.7101546	-74.0175599		service			yes
732543749	way	40.7099611	-74.0173417		service			yes
732543750	way	40.7102852	-74.0172390	Albany Street	residential	2	20 mph	no
732543751	way	40.7100332	-74.0170265		service			yes
732543752	way	40.7101660	-74.0169738		service			yes
732585912	way	40.8144155	-73.9348062		service			
732585913	way	40.8144921	-73.9348078		service			
732644748	way	40.7916559	-73.9476719		service			
732652352	way	40.8435358	-73.9388945		service			
732660401	way	40.8654210	-73.9177939		service			
732660402	way	40.8658525	-73.9173173		service			
732794019	way	40.8053723	-73.9621207	Amsterdam Avenue	secondary			no
732920351	way	40.7473224	-73.9693171		service			
732973706	way	40.8149045	-73.9371379		service			
732973707	way	40.8156134	-73.9388783		service			
733169904	way	40.8233641	-73.9539692		service			
733171369	way	40.7519633	-74.0018357		service			yes
733172221	way	40.7111029	-73.9829077		service			
733332973	way	40.8180181	-73.9604805	West 125th Street	secondary	2	25 mph	yes
733393249	way	40.8085752	-73.9651221	West 116th Street	residential			no
733393250	way	40.8087511	-73.9655862	West 116th Street	residential			no
733393251	way	40.8088657	-73.9657566	Riverside Drive	secondary	2		yes
733667933	way	40.7543774	-73.9946544	West 36th Street	secondary	2	25 mph	yes
733699206	way	40.8190239	-73.9510495		service			
733736167	way	40.8108756	-73.9384017		service			
734362352	way	40.7672513	-73.9535769		service			
734373518	way	40.7840456	-73.9748351		service			
734461866	way	40.7515030	-73.9989368		service			
734461867	way	40.7565243	-73.9963133		service			
734461868	way	40.7540917	-73.9949462		service			
734470101	way	40.8268417	-73.9509515		service			
734561425	way	40.8374911	-73.9439837	Fort Washington Avenue	secondary			
734640621	way	40.8615951	-73.9247374	Dyckman Street	primary	3		no
734714679	way	40.7754657	-73.9845165		service			
734864200	way	40.8612035	-73.9244844	Dyckman Street	primary	3		no
734864201	way	40.8616109	-73.9245595	Nagle Avenue	primary			yes
734864202	way	40.8614666	-73.9251720	Nagle Avenue	primary	2		yes
734864203	way	40.8615709	-73.9248068	Fort George Hill	secondary			yes
734864204	way	40.8617456	-73.9242731	Nagle Avenue	primary			yes
734864205	way	40.8615300	-73.9247796	Nagle Avenue	primary			yes
734864207	way	40.8614623	-73.9249788	Nagle Avenue	primary	2		yes
734871771	way	40.8593347	-73.9265422	Fort George Hill	secondary			yes
735025403	way	40.7689922	-73.9644952		service			
735034318	way	40.7923916	-73.9753061	West End Avenue	tertiary	2	25 mph	no
735173275	way	40.8235941	-73.9553137	Riverside Drive	secondary	2		yes
735173276	way	40.8264497	-73.9524966	Riverside Drive	secondary			
735173541	way	40.8244925	-73.9544810	Riverside Drive	secondary	2		yes
736239715	way	40.8202505	-73.9421951		service			
736297372	way	40.8065972	-73.9464507	Malcolm X Boulevard	secondary	2		yes
736297373	way	40.8072363	-73.9457829	Malcolm X Boulevard	secondary	2		yes
736464166	way	40.7660725	-73.9921451		service			
736470631	way	40.8355287	-73.9411350		service			
737431023	way	40.7053503	-74.0136963	Broadway	secondary	2	20 mph	yes
737576601	way	40.7541465	-73.9986133		service			
737576602	way	40.7584701	-73.9970521		service			
737848081	way	40.8177995	-73.9414556		service			yes
737942306	way	40.7767868	-73.9761568		service			
737942308	way	40.7765951	-73.9762978		service			
737942311	way	40.7770899	-73.9763842		service		5 mph	
737942312	way	40.7766723	-73.9762414		service			
737942313	way	40.7764746	-73.9763856		service			
738023850	way	40.7048313	-74.0133160	Broadway	residential	1	20 mph	yes
738361812	way	40.7969979	-73.9690624		service			
738382682	way	40.7652103	-73.9615491		service			yes
738382686	way	40.7652091	-73.9614204		service			yes
738973807	way	40.8088604	-73.9599066		service			
738973808	way	40.8088344	-73.9601338		service			
739030941	way	40.7631754	-73.9488167	Main Street	tertiary	2	15 mph	
739591695	way	40.7130540	-73.9854270	Madison Street	residential		25 mph	no
739911954	way	40.7614679	-73.9978265	11th Avenue	secondary	4		yes
739911955	way	40.7611155	-73.9949776	West 44th Street	unclassified			yes
739911956	way	40.7612648	-73.9972489	West 43rd Street	residential			yes
739911957	way	40.7620261	-73.9990464	West 43rd Street	unclassified	1	25 mph	yes
740085319	way	40.7867080	-73.9787938	West 83rd Street	residential			yes
740085321	way	40.7863666	-73.9759724	Amsterdam Avenue	primary	3		yes
740633186	way	40.8237085	-73.9540942		service			
740770261	way	40.7975530	-73.9607942		service			
742007046	way	40.7804849	-73.9715706	79th Street Transverse	secondary	2	25 mph	no
