u,v,key,osmid,highway,maxspeed,name,oneway,reversed,length,lanes,ref,access,bridge,tunnel,width,junction
3533937800,4682935365,0,474304540,residential,25,Freedom Place South,False,True,79.2917690086802,2,,,,,,
3549074022,7734748115,0,991043399,unclassified,,,False,True,13.606971069901688,,,,,,,
3549074022,3640160581,0,25464553,unclassified,,Bronx Shore Road,False,True,24.718897108777238,,,,,,,
3549074022,7734748127,0,991043398,unclassified,,Bronx Shore Road,True,False,151.27732480911067,,,,,,,
3551738975,42442589,0,349272151,residential,,West 128th Street,False,False,184.69123558903047,,,,,,,
3551756586,42448329,0,46211834,unclassified,25,East 59th Street,False,True,66.50907259319759,,,,,,,
3567807957,42434845,0,"[256902829, 1271580015]",secondary,20,Varick Street,True,False,73.9396911347914,"['2', '3']",,,,,,
3570003194,12522167755,0,46111629,secondary,,Saint Clair Place,True,False,70.43963091535367,,,,,,,
3574612293,588593059,0,"[420888153, 46165818, 1230733695]",motorway_link,25,,True,False,67.83101488098723,"['2', '3']",,,,building_passage,,
3574612293,4149748671,0,"[993793440, 413704239, 1230733696, 22927903]",motorway_link,25,,True,False,70.17319323460764,"['4', '3']",,,,building_passage,,
3574648567,4149947889,0,46116180,motorway,25,,True,False,46.37764006949209,2,,,,,,
3574648569,588593059,0,1315040951,trunk,30,West Street,True,False,14.17633000232999,4,NY 9A,,,,,
3574648569,246909454,0,1315040952,motorway_link,,,True,False,23.60402855861769,1,,,,,,
3574648569,9410604941,0,"[1230733697, 351656332, 351656333]",motorway_link,,,False,False,36.07316228429091,2,,,,building_passage,,
3579426871,12029862494,0,1298647985,residential,,Claremont Avenue,False,False,8.602326175236303,,,,,,,
3579426871,595314036,0,5671086,residential,,Claremont Avenue,False,False,57.02105216204133,,,,,,,
3579426871,595314040,0,733393249,residential,,West 116th Street,False,False,50.08565414611277,,,,,,,
3579426874,5004570653,0,5672764,residential,,West 119th Street,True,False,87.33049180674706,,,,,,,
3579426874,470209122,0,444907552,residential,,Claremont Avenue,False,False,73.49172831238886,2,,,,,,
3579426874,595314036,0,511673770,residential,,Claremont Avenue,False,True,184.97801017834777,,,,,,,
3579432156,42428782,0,455674352,secondary,25,West 110th Street,False,True,18.944369817856476,,,,,,,
3579432156,42442569,0,196116987,secondary,25,West 110th Street,False,True,265.75837992602874,,,,,,,
3579432156,1506445808,0,497262775,primary,,Broadway,True,False,82.77433659833694,4,,,,,,
3579432159,1506445789,0,418371676,tertiary,25,Morningside Drive,False,False,77.89778026919898,2,,,,,,
3579432159,1506445821,0,418371676,tertiary,25,Morningside Drive,False,True,165.6511471852839,2,,,,,,
3579432160,1504153626,0,"[767729564, 165893413]",residential,,West 120th Street,False,False,153.87873210320794,,,,,,,
3579432160,42435380,0,418371676,tertiary,25,Morningside Drive,False,False,87.20808049040775,2,,,,,,
3579432160,1506445789,0,418371676,tertiary,25,Morningside Drive,False,True,76.48361193910331,2,,,,,,
3579432161,1504153626,0,196116971,secondary,,Amsterdam Avenue,False,True,83.74138625314198,,,,,,,
3579432161,561035338,0,309956783,residential,,West 121st Street,True,False,266.24809714090225,,,,,,,
3579432161,3579432162,0,455689184,secondary,,Amsterdam Avenue,False,False,80.08205101620423,,,,,,,
3579432162,1506599378,0,5672571,residential,,West 122nd Street,False,False,263.6328313764121,,,,,,,
3579432162,42438928,0,309956784,secondary,,Amsterdam Avenue,False,False,80.9930391199754,,,,,,,
3579432162,42435380,0,418371676,tertiary,25,Morningside Drive,False,True,188.04621020350672,2,,,,,,
3579432162,3579432161,0,455689184,secondary,,Amsterdam Avenue,False,True,80.08205101620425,,,,,,,
3584752508,42433281,0,24264070,residential,25,Washington Square North,True,False,163.76786094402544,1,,,,,,
3584752508,42433298,0,"[352705236, 1232833559]",residential,25,Washington Square North,False,"[False, True]",142.39751078169263,2,,,,,,
3588508439,42429630,0,5669829,residential,20,Murray Street,True,False,76.82540305625179,2,,,,,,
3588508439,246858435,0,"[46160106, 770524298, 1233049077]",residential,20,Murray Street,False,"[False, True]",94.83096515288469,4,,,,,,
3607948335,3607948339,0,355190652,unclassified,,,False,True,15.322692171428782,,,,,,,
3607948335,277482068,0,850872700,unclassified,,Bronx Shore Road,True,False,184.51057124108965,,,,,,,
3607948339,3607948335,0,355190652,unclassified,,,False,False,15.322692171428782,,,,,,,
3607948339,2054405689,0,375160033,unclassified,,Bronx Shore Road,True,False,83.87200309573265,,,,,,,
3607948344,2054405689,0,991043394,unclassified,,,False,True,10.294715158501663,,,,,,,
3607948344,3607948335,0,850872700,unclassified,,Bronx Shore Road,True,False,82.95419168044263,,,,,,,
3624790934,42436957,0,5670512,unclassified,20,East 13th Street,False,True,228.55260937256898,2,,,,,,
3624790934,42446584,0,477151469,residential,20,Avenue D,False,True,81.73515776488598,2,,,,,,
3624790934,1989931095,0,1159052040,unclassified,20,East 13th Street,False,False,111.56322747272063,,,,,,,
3630219668,42437074,0,357946354,residential,25,Clinton Street,True,False,137.374956896796,1,,,,,,
3630249566,3785707059,0,"[40337665, 1241559458, 46361719]",motorway,35,Williamsburg Bridge,True,False,628.1482457662731,4,,,yes,,,
3631837584,3631837585,0,358226652,motorway_link,,,True,False,107.47032772768392,1,,,,,,
3631837584,42433422,0,"[968403921, 32961937, 5670186]",motorway,40,FDR Drive,True,False,683.07535167119,3,FDR,,yes,,,
3631837585,42433385,0,953810800,secondary,25,FDR Drive,True,False,70.51126018070292,2,,,,,,
3639382767,561042199,0,771759765,residential,25,East 40th Street,True,False,7.5731921870652705,,,,,,,
3639382767,3639382768,0,771759766,primary,25,Park Avenue,True,False,9.23092324888277,1,,,,,,
3639382768,561042195,0,771759769,primary,25,Park Avenue,True,False,71.1588297958283,3,,,,,,
3639382769,42443807,0,511699179,residential,,Vanderbilt Avenue,False,False,72.08004388551448,2,,,,,,
3639382769,42445917,0,"[1106482769, 511699178]",residential,25,East 43rd Street,True,False,89.77274672058174,"['2', '1']",,,,,,
3640160572,277482085,0,828557383,unclassified,,,False,False,30.203597692614558,,,,,,,
3640160572,277481521,0,"[25464482, 122625739]",motorway_link,,,True,False,549.8981323383426,,,,yes,,,
3640160580,3640160581,0,359260550,unclassified,,,False,False,14.802003205269335,,,,,,,
3640160580,277482087,0,1287299167,unclassified,,Bronx Shore Road,True,False,106.97144291188195,,,,,,,
3640160581,3640160580,0,359260550,unclassified,,,False,True,14.802003205269335,,,,,,,
3640160581,3549074022,0,25464553,unclassified,,Bronx Shore Road,False,False,24.718897108777238,,,,,,,
3640160581,277482085,0,25464553,unclassified,,Bronx Shore Road,False,True,129.16885302162973,,,,,,,
3640160611,9153831810,0,"[25464506, 25464469]",motorway_link,,,True,False,538.0557773989462,2,,,yes,yes,,
3640160611,11939017636,0,"[1287299157, 1287299158]",motorway_link,,,True,False,308.3734208372787,"['2', '1']",,,yes,,,
3670609093,42446245,0,25196678,residential,25,Attorney Street,False,True,53.055030164194726,,,,,,,
3670609093,1919595912,0,362811088,residential,25,Attorney Street,True,False,141.0259330824091,,,,,,,
3670609093,42432078,0,845781114,residential,25,Stanton Street,True,False,77.09260271007975,,,,,,,
3702296508,42443119,0,"[807371089, 46130049, 421844229]",primary,25,East 128th Street,True,False,209.35562157379397,2,,,,,,
3718637426,42431260,0,165398358,residential,,9th Avenue,False,True,81.08039154122169,,,,,,,
3718672443,9170816532,0,439801900,primary,25,Columbus Avenue,True,False,81.12611890568735,5,,,,,,
3718672443,1061531707,0,1043341289,secondary,25,West 66th Street,True,False,52.26657092968412,3,,,,,,
3772840882,42452310,0,373857803,residential,20,Washington Street,True,False,48.9050671486073,1,,,,,,
3772840882,6417761624,0,"[374421069, 1230946437, 1021525071]",residential,20,"['Cedar Street', 'Washington Street']",True,False,149.28052001457104,1,,,,,,
3772840882,42436187,0,"[1338272356, 1329616559]",residential,20,Albany Street,True,False,79.11967876850852,1,,,,,,
3783071109,42440401,0,"[456313635, 421825695]",primary,25,East Houston Street,True,False,75.38201157778617,2,,,,,,
3783071112,1919595923,0,374923974,residential,25,Ridge Street,True,False,13.680674221904571,,,,,,,
3783071112,3783071109,0,"[421825696, 993797877]",primary,25,East Houston Street,True,False,77.04059720812657,2,,,,,,
3785522931,42433377,0,46240377,unclassified,25,FDR Drive,True,False,90.9249904878023,1,,,,,,
3785522931,42456091,0,46694768,residential,,East 100th Street,True,False,174.43908596073916,,,,,,,
3785532381,3785532382,0,32961932,motorway_link,,,True,False,27.56315080155111,1,,,,,,
3785532381,8828140387,0,581189155,secondary,25,York Avenue,True,False,49.99361909166167,2,,,,,,
3785532382,42433421,0,964294641,motorway_link,,,True,False,31.769096504530282,1,,,,,,
3785532382,6289180298,0,993524202,secondary,,York Avenue,True,False,62.36582137607714,2,,,,,,
3785575833,42427965,0,46211838,secondary,25,East 61st Street,True,False,62.00232402326068,4,,,,,,
3785585954,1775176473,0,198924727,primary,25,2nd Avenue,True,False,11.682338570333094,6,,,,,,
3785586743,3785586748,0,"[375164210, 649455386]",trunk_link,,,True,False,98.8921170928064,1,,,,,,
3785586743,42423565,0,375164212,residential,25,East 58th Street,True,False,64.6650949529321,2,,,,,,
3786728557,42433431,0,"[961825347, 32963302]",motorway,40,FDR Drive,True,False,264.62812417735677,"['4', '3']",FDR,,,,,
3786728678,42422110,0,5669552,motorway_link,,,True,False,27.576426578652168,1,,,,,,
3786728678,3786728679,0,1068246256,primary,25,2nd Avenue,True,False,16.821268060546117,4,,,,,,
3786728679,42443105,0,1329459988,primary,25,2nd Avenue,True,False,63.910186980705646,4,,,,,,
3786728763,42423170,0,"[5669177, 122625731, 32965206]",motorway_link,30,,True,False,309.4680009132313,"['2', '3']",,,yes,,,
3786728763,5920675990,0,"[894063728, 933666191]",motorway_link,,,True,False,598.4526719011667,1,,,yes,,,
3786728788,6511274595,0,"[1354780300, 398412590]",motorway_link,30,,True,False,482.4353929920454,1,,,,,,
3786741452,9153702893,0,939401951,primary,25,East 128th Street,True,False,22.094163927155964,1,,,,,,
3786901738,3786901743,0,5673380,primary,25,Park Avenue,True,False,83.72519104601956,2,,,,,,
3786901738,561042199,0,"[44165026, 46520834, 44165029]",primary,25,Park Avenue Tunnel,True,False,566.5302095801973,1,,,,yes,,
3786901743,561042190,0,384178814,primary,25,East 34th Street,False,False,18.081514282938848,4,,,,,,
3786901743,42434951,0,989793293,primary,25,Park Avenue,True,False,85.75164849153919,3,,,,,,
3786901743,42445374,0,"[1088325195, 571651963]",primary,25,East 34th Street,False,True,146.638264248183,"['4', '5']",,,,,,
3788364714,42426060,0,5669486,motorway_link,25,,True,False,40.41858265526708,2,,,,,,
3788364714,12417264049,0,421832641,trunk,20,Canal Street,True,False,33.56857799915353,2,,,,,,
3788379733,42440838,0,438901427,trunk,20,Canal Street,False,False,111.43849145472166,5,,,,,,
3788379733,4143859873,0,485056263,trunk,20,Canal Street,False,True,32.212365900931815,4,,,,,,
3788379733,42430136,0,539024460,primary,25,6th Avenue,True,False,44.408108090016526,3,,,,,,
3829675223,370924957,0,"[32939187, 32939516, 32939515]",motorway_link,,,True,False,407.91400717843027,1,,,yes,,,
3829675223,42438898,0,"[32939224, 46518739]",unclassified,30,"['East 48th Street', 'General Douglas MacArthur Plaza']",True,False,258.0615074585423,1,,,,,,
3834923371,1701844605,0,936537011,motorway_link,,,True,False,35.7496003198069,3,,,,,,
3843180751,277482105,0,194933380,unclassified,,Sunken Meadow Loop,False,True,45.907607807703336,,,,,,,
3843180751,2054405674,0,"[828561963, 828561965]",unclassified,,Sunken Meadow Loop,True,False,39.3952940052574,,,,,,,
3858909357,2099150501,0,5671009,residential,,Mount Morris Park West,True,False,80.44048930773593,,,,,,,
3858909357,42445215,0,5671298,residential,,West 121st Street,True,False,150.46078674754057,,,,,,,
3874650232,42454328,0,22909136,primary_link,25,,True,False,39.72569452399972,3,,,,,,
3874650232,246648219,0,46334603,primary_link,25,,True,False,72.12442290108646,2,,,,,,
3884569924,3884569931,0,496990645,primary,20,Pearl Street,False,True,17.302108116839474,4,,,,,,
3884569924,588455738,0,25562074,secondary,20,Robert F. Wagner Sr. Place,True,False,124.33897160993378,1,,,,,,
3884569924,278609863,0,25562079,motorway_link,25,,True,False,58.336640656727496,1,,,,,,
3884569924,278609934,0,"[414744944, 630828599]",primary,20,Pearl Street,False,False,57.783413486292275,4,,,,,,
3884569931,3884569924,0,496990645,primary,20,Pearl Street,False,False,17.302108116839474,4,,,,,,
3884569931,42444277,0,"[420890074, 420890077]",primary,20,Pearl Street,False,False,104.0904074774924,4,,,,,,
3884569931,497412701,0,1238347014,residential,20,Avenue of the Finest,False,True,38.8661311401093,1,,,,,,
3891963915,4321748238,0,433394647,primary,25,6th Avenue,True,False,27.25137058833925,3,,,,,,
3891963915,1919595928,0,"[496980200, 729972924]","['primary_link', 'primary']",25,West Houston Street,True,False,75.34457209715188,"['3', '1']",,,,,,
3892037906,42430898,0,5669962,residential,25,East 10th Street,True,False,68.41770232966903,1,,,,,,
3914862593,588546798,0,5670432,secondary,20,Greenwich Street,True,False,11.438761108523359,,,,,,,
3914862593,588546891,0,420888146,primary,20,Battery Place,True,False,65.20640093640624,2,,,,,,
3917286380,7910052385,0,963948845,motorway,50,Henry Hudson Parkway,True,False,135.67364659774825,4,HH;NY 9A,,,,,
3931519753,42438084,0,"[973448963, 973448965]",primary,25,1st Avenue,True,False,202.4074449192775,4,,,,,,
3931524258,3931519753,0,588887161,residential,,East 120th Street,True,False,224.47733696449978,1,,,,,,
3931524258,3931524261,0,849631951,residential,,2nd Avenue,True,False,42.99141717383776,1,,,,,,
3931524260,3786728679,0,1029434609,residential,25,East 124th Street,True,False,18.343635279207103,1,,,,,,
3931524260,7925143983,0,389994972,residential,,2nd Avenue,True,False,64.44781186793438,,,,,,,
3931524261,42443824,0,849631959,residential,,East 120th Street,True,False,209.90487300251758,1,,,,,,
3931534870,42443096,0,5672860,residential,,East 121st Street,True,False,18.519257121962923,,,,,,,
3931534870,3931524258,0,389994972,residential,,2nd Avenue,True,False,37.775377175382374,,,,,,,
3931534871,3931534870,0,389994972,residential,,2nd Avenue,True,False,79.30681328170101,,,,,,,
4012724171,42434148,0,479642038,residential,20,Saint Marks Place,True,False,213.69200932801795,,,,,,,
4012724171,42449021,0,"[955261516, 1059551869]",primary,25,1st Avenue,True,False,76.8794762993693,4,,,,,,
4015190382,42439249,0,"[653534688, 467523298]",residential,25,Cooper Square,True,False,189.48818858044882,,,,,,,
4015190382,42443799,0,1021949728,residential,25,East 6th Street,True,False,53.90938718280075,1,,,,,,
4015190382,42434196,0,"[630828592, 1315845427]",primary,25,Cooper Square,False,True,73.91587135803766,"['4', '5']",,,,,,
4015190382,1773121034,0,"[1315845428, 945523294]",primary,25,Cooper Square,False,False,76.66109954756334,"['4', '5']",,,,,,
4015192929,673008453,0,46154330,residential,20,Fulton Street,False,False,74.1086553358275,2,,,,,,
4015192929,42440270,0,46154330,residential,20,Fulton Street,False,True,49.43905628662311,2,,,,,,
4015192929,42440347,0,370169932,residential,20,Pearl Street,True,False,109.51100397458445,1,,,,,,
4016646206,42442492,0,"[5671786, 1081976612]",residential,5,West 91st Street,True,False,271.0409305699701,1,,,,,,
4016646206,42437050,0,"[421853635, 421853623]",primary,25,Columbus Avenue,True,False,81.49049663110661,4,,,,,,
4016646214,42433743,0,68668549,secondary,,Central Park North,False,True,241.16205136948727,2,,,,,,
4016646214,42435736,0,584850099,secondary,,Frederick Douglass Circle,True,False,35.22072417535266,3,,,,,,roundabout
4121409402,42433324,0,"[1333729613, 1333729614]",residential,20,Catherine Slip,True,False,48.84381917296641,1,,,,,,
4137021568,42434845,0,497498544,primary,20,Beach Street,True,False,17.228199636789896,2,,,,,,
4138911201,42429896,0,"[1316299824, 1316299822, 1316299823]",primary,25,3rd Avenue,True,False,79.3316106057308,"['6', '7', '5']",,,,,,
4142073861,246889572,0,420809439,trunk,30,West Street,True,False,70.13361055289417,5,NY 9A,,,,,
4142105811,4142105822,0,420809411,trunk,20,Canal Street,True,False,58.20994490274394,3,,,,,,
4142105812,4142105811,0,"[1011874918, 22927463]",trunk,20,Canal Street,True,False,103.14203471631066,3,,,,,,
4142105812,42436083,0,412117872,residential,20,Greenwich Street,False,False,10.289332914194581,,,,,,,
4142105812,42436073,0,"[607091411, 1254245277]",residential,20,Greenwich Street,True,False,64.4563404371867,1,,,,,,
4142105813,3788364714,0,412876925,trunk,20,Canal Street,True,False,56.12824537610483,3,,,,,,
4142105813,42440838,0,"[1342197776, 653406301]",trunk,20,Canal Street,False,True,102.45213384185507,5,,,,,,
4142105822,12417264049,0,952703047,trunk,20,Hudson Street,True,False,11.546349999097009,4,,,,,,
4142105822,4629486879,0,420809414,trunk,20,Canal Street,True,False,26.5657026318578,2,,,,,,
4143765783,272194254,0,462421592,unclassified,20,Greenwich Street,False,True,76.27485450946322,,,,,,,
4143851142,42430115,0,5669922,secondary,20,6th Avenue,True,False,42.549076314000146,2,,,,,,
4143851142,4143851144,0,1368431456,residential,20,Church Street,True,False,43.305489175756875,1,,,,,,
4143851144,42428420,0,"[908405992, 541346245, 541346246]",residential,20,Franklin Street,True,False,171.62887814941112,1,,,,,,
4143851144,42453777,0,"[1036714796, 1036714797]",residential,20,Church Street,True,False,76.29623944348751,"['3', '1']",,,,,,
4143859865,3788379733,0,485056261,primary,20,6th Avenue,True,False,19.352876789549423,3,,,,,,
4143859865,4143859873,0,485056262,trunk,20,Laight Street,True,False,19.781115894252572,,,,,,,
4143859873,3788379733,0,485056263,trunk,20,Canal Street,False,False,32.212365900931815,4,,,,,,
4143859873,42440829,0,978675658,trunk,20,Canal Street,False,True,52.19846612144775,4,,,,,,
4143875757,588545728,0,46160083,secondary_link,20,,True,False,71.68791793842585,1,,,,,,
4143875757,272195270,0,"[1190239185, 194923759]",secondary,20,Park Row,True,False,37.694662149794375,2,,,,,,
4143876126,2821304146,0,"[1317511660, 420888150]",secondary,20,Park Row,True,False,163.57058168149385,2,,,,,,
4145424858,42427412,0,"[195743267, 1331346903]",residential,20,West Thames Street,False,True,64.06442974065618,2,,,,,,
4145424858,4145424858,0,1231588528,residential,20,West Thames Street,True,False,48.03834675579333,1,,,,,,
4145735057,4145735066,0,989390263,motorway,30,FDR Drive,True,False,24.938173785876035,2,FDR,,,,,
4145735059,205020852,0,1080964113,motorway,25,FDR Drive,True,False,26.725328890546173,3,FDR,,,,,
4145735066,4147546533,0,870681744,motorway_link,25,,True,False,40.599900556990896,1,,,,,,
4145735066,42451370,0,"[989390264, 1227811497, 22927906, 413702744]",motorway,30,FDR Drive,True,False,1058.764056295307,2,FDR,,,yes,,
4145794861,4145735057,0,870681743,motorway_link,25,,True,False,33.52757910700075,1,,,,,,
4145794861,4147546533,0,"[989390267, 1334216310]",primary,20,South Street,True,False,94.32884114659171,2,,,,,,
4147546533,42431902,0,989390266,primary,20,South Street,True,False,57.70721172198776,2,,,,,,
4149748671,9181525951,0,1332829786,trunk,30,West Street,True,False,9.337739204830118,4,NY 9A,,,,,
4149936235,4149936245,0,413727897,residential,20,Edgar Street,True,False,43.080053240017094,1,,,,,,
4149936235,42446622,0,"[1335365216, 1089573084]",secondary,20,Trinity Place,True,False,103.15912183271625,3,,,,,,
4149936245,42436178,0,1128358854,residential,20,Greenwich Street,False,False,7.382566336575462,2,,,,,,
4149936245,42436181,0,46166212,residential,20,Greenwich Street,False,True,96.77332211892734,2,,,,,,
4149947889,9410604941,0,"[827463376, 351656331, 351656333]",motorway_link,25,,False,True,209.15747248192022,"['2', '1']",,,,building_passage,,
4158644588,278608816,0,"[5669194, 1329580349]",motorway_link,25,,True,False,66.43376554800825,2,,,yes,,,
4158644588,205019740,0,"[414669905, 1329580351]",motorway,40,FDR Drive,True,False,311.903244858518,1,FDR,,yes,,,
4158673495,42448469,0,414743429,secondary,20,Frankfort Street,True,False,77.2826765634921,1,,,,,,
4158673495,42422283,0,"[1329395987, 1329395988, 414743582]",secondary,20,Frankfort Street,False,False,158.8593695795453,"['2', '3']",,,,,,
4158740807,486819531,0,122660460,trunk,30,Brooklyn Bridge,True,False,19.913853174958323,1,,,yes,,,
4158749895,205025778,0,5672986,secondary,20,Robert F. Wagner Sr. Place,False,True,9.90583022484537,2,,,,,,
4158749895,587988061,0,"[966146166, 533472943]",secondary,20,Robert F. Wagner Sr. Place,True,False,154.24398596629888,"['2', '1']",,,,,,
4158753824,278638234,0,"[25562077, 1238347038, 414746383]",motorway_link,25,,True,False,122.86639423954443,2,,,yes,,,
4158753824,486819535,0,"[46116316, 1329897839]",trunk,30,Brooklyn Bridge,True,False,97.38460099603158,"['2', '3']",,,yes,,,
4158760599,42437749,0,1238347026,residential,20,Madison Street,True,False,24.4737518558427,1,,,,,,
4158796735,588455743,0,453143511,residential,25,Park Row,True,False,52.09618907054104,2,,,,,,
4158807592,42439813,0,"[1333438297, 42786502]",primary,20,Saint James Place,False,True,101.29347378704264,2,,,,,,
4158807592,588455743,0,414751458,primary,20,Oliver Street,False,False,26.166541104985114,3,,,,,,
4161568888,7147636389,0,1222200300,motorway_link,40,,True,False,11.033600980594391,1,,,,,,
4161568888,370896902,0,765274321,secondary,25,Avenue C,True,False,54.44936677997084,1,,,,,,
4163883691,42447149,0,353220115,secondary,25,Lexington Avenue,True,False,80.02507941656259,3,,,,,,
4163883691,42452812,0,569266484,residential,25,East 93rd Street,True,False,147.7541438908659,,,,,,,
4163940359,2141026497,0,660671382,residential,,West 120th Street,True,False,15.51911065515853,1,,,,,,
4163940359,42439852,0,420877089,primary,25,Adam Clayton Powell Jr. Boulevard,True,False,79.12853232962864,2,,,,,,
4202908174,4321748238,0,420352251,primary,25,West Houston Street,True,False,44.20144881012535,2,,,,,,
4202908174,4321748237,0,433394637,primary_link,25,,True,False,45.68093803261027,2,,,,,,
4205440426,42432967,0,"[1092553225, 420590046]",secondary,25,Saint Nicholas Avenue,False,False,79.53938244112052,"['2', '3']",,,,,18,
4205440426,42432963,0,"[420590065, 420590043]",secondary,25,Saint Nicholas Avenue,False,True,84.87852894300488,"['2', '3']",,,,,18,
4205440429,2504882506,0,420590041,secondary,25,Saint Nicholas Avenue,False,False,80.32292654442796,2,,,,,,
4205440429,42432974,0,"[420590057, 420590063]",secondary,25,Saint Nicholas Avenue,False,True,81.4103759938899,"['2', '3']",,,,,,
4205440429,42448674,0,1193079853,residential,,West 151st Street,True,False,60.39529656905563,,,,,,,
4207143418,12410398107,0,438367285,residential,20,North Moore Street,True,False,19.36360118189857,2,,,,,,
4207143418,42436316,0,516664210,trunk,30,West Street,True,False,148.3582246143164,4,NY 9A,,,,,
4207143421,42436024,0,1362576631,trunk,30,West Street,True,False,73.21889358863918,4,NY 9A,,,,,
4207143421,42438060,0,"[1237326681, 22927411]",residential,20,Vestry Street,True,False,89.50833050952347,1,,,,,,
4207802391,1772136801,0,420888143,primary,20,Battery Place,True,False,24.818531279359902,2,,,,,,
4207802391,246858654,0,993793442,primary,20,Battery Place,False,False,18.154908513472357,2,,,,,,
4207806923,42444123,0,420890085,primary,20,Pike Slip,True,False,125.88156944922476,2,,,,,,
4207806923,5799766717,0,"[945127744, 682470409, 1239993482, 1333671433]",residential,20,Cherry Street,True,False,168.38077642294746,1,,,,,,
4207863943,3099326126,0,980885904,residential,,West 144th Street,True,False,14.40423351129535,,,,,,,
4207863943,42440385,0,"[196117043, 420895461]",secondary,,Malcolm X Boulevard,True,False,80.18863508516887,"['4', '2']",,,,,,
4207913309,4491359481,0,420901923,primary,,9th Avenue,True,False,22.958865614285145,3,,,,,,
4207913309,9807801426,0,485746107,motorway_link,,,True,False,23.950820251386382,2,,,,,,
4207962275,42435396,0,5670354,residential,,East 115th Street,True,False,215.5784987211771,,,,,,,
4207962275,42443081,0,"[420885237, 420907046, 420907047]",primary,25,2nd Avenue,True,False,156.9149599777503,"['4', '5']",,,,,,
4235734223,4235734225,0,424094336,residential,25,Stuyvesant Street,True,False,14.978023227760083,1,,,,,"17'8""",
4235734223,42443298,0,767398934,residential,25,East 9th Street,True,False,21.122227372774475,1,,,,,,
4235734225,3892037906,0,767398932,residential,25,Stuyvesant Street,True,False,94.19736435169946,1,,,,,,
4274141356,42423774,0,5669221,motorway_link,,,True,False,232.39614814701537,,,,,,,
4274141356,1632878962,0,"[380093632, 505034229, 380093631]",residential,25,FDR Drive,True,False,151.51722413245952,,,,,,,
4288677093,6177439759,0,420806145,primary,25,3rd Avenue,True,False,80.4224851660216,4,,,,,,
4288677093,42424089,0,"[455678353, 691480071]",secondary,25,East 59th Street,True,False,215.21119410545785,3,,,,,,
4300940094,42427345,0,505773769,residential,25,Delancey Street,True,False,38.174024115345205,1,,,,,,
4300940094,7500756892,0,801918545,residential,,Delancey Street,True,False,46.92945371520803,,,,,,,
4320028826,42457728,0,46608946,residential,20,West 4th Street,True,False,61.91733080697091,1,,,,,,
4320028826,42430805,0,1334181597,secondary,25,7th Avenue South,True,False,15.016670417489578,4,,,,,,
4321748237,42431517,0,"[420530114, 5671603]",residential,25,Bedford Street,True,False,126.26044607794019,,,,,,,
4321748237,5854302557,0,"[452339699, 1205533070]",secondary,25,6th Avenue,True,False,145.5948096999852,"['4', '3']",,,,,,
4321748238,4321748237,0,46139045,secondary,25,6th Avenue,True,False,11.34698957922231,3,,,,,,
4321748238,42430468,0,24263967,tertiary,25,West Houston Street,True,False,19.409478277454948,2,,,,,,
4332491210,5798966629,0,"[978443489, 420352242]",primary,25,East Houston Street,True,False,64.68914429741987,3,,,,,,
4347534767,42430394,0,5670253,secondary,25,Central Park South,False,True,250.46461413813213,4,,,,,20,
4347534767,5706568771,0,5670874,secondary,25,Grand Army Plaza,True,False,62.43527630510306,3,,,,,12,
4347534767,42427764,0,46583189,unclassified,,Grand Army Plaza,True,False,82.77229069350207,1,,,,,,
4347534783,4347534767,0,"[5670873, 5672290, 1022813500]",secondary,25,"['Grand Army Plaza', 'Doris C. Freedman Place']",True,False,129.57650169593333,"['2', '3']",,,,,,
4347534783,5706568771,0,"[962626218, 198924778]",secondary,25,5th Avenue,True,False,81.93589410339577,"['4', '5']",,,,,,
4347550065,42421969,0,"[1081893304, 709355577, 1024425032, 5670348]",secondary,25,Central Park West,True,False,124.24484573397172,2,,,,,,
4347550065,1825841742,0,171574337,primary,25,Columbus Circle,True,False,23.19500657426441,3,,,,,,roundabout
4347550071,4347550065,0,439801903,primary,25,Columbus Circle,True,False,19.008611911053002,5,,,,,,roundabout
4347550074,4347550071,0,"[1211612938, 186202420]",secondary,25,Central Park South,True,False,78.33563184017751,2,,,,,,
4347550074,42423674,0,"[195743152, 420899373]",secondary,,Central Park South,False,False,164.86679216464307,,,,,,,
4375208206,42445630,0,767372817,primary,25,Grand Street,False,True,74.86565593516706,2,,,,,,
4375208206,11038072433,0,1188730083,primary,25,Grand Street,True,False,78.31666453058612,1,,,,,,
4412043541,4274141356,0,46201647,residential,,FDR Drive,True,False,319.30754560948526,,,,,,,
4412043541,370912817,0,"[32937832, 134485639]",motorway_link,,,True,False,277.5826888486993,1,,,yes,,,
4443775464,42435420,0,"[1038939784, 767683113]",tertiary,25,West 30th Street,True,False,273.70102688019523,"['2', '1']",,,,,,
4443775464,4443775465,0,"[1038780408, 767683112]",secondary,25,8th Avenue,True,False,78.65790145744874,4,,,,,,
4443775465,4557517549,0,"[767683107, 767683108, 767683109]",tertiary,25,West 31st Street,True,False,277.5743056958404,"['2', '3']",,,,,,
4443775465,42435642,0,"[767683114, 1157664114]",secondary,25,8th Avenue,True,False,157.28764460825934,"['4', '3']",,,,,,
4461990857,42439440,0,492489884,secondary,25,7th Avenue,True,False,80.84388377713748,4,,,,,,
4477147269,1775260897,0,"[5672441, 453323025]",secondary,25,Chrystie Street,True,False,67.32072200889166,2,,,,,,
