u,v,key,osmid,highway,maxspeed,name,oneway,reversed,length,lanes,ref,access,bridge,tunnel,width,junction
42428913,2383895311,0,"[608355937, 5670759, 1254486598, 1254486599]",residential,,"['West 138th Street', '12th Avenue']",True,False,492.4335238773665,,,,,yes,,
42428913,42428912,0,"[1051266492, 1051266494]",primary,,Broadway,True,False,80.52049535793601,"['2', '3']",,,,,,
42428914,42441950,0,5673305,residential,,West 139th Street,True,False,193.68890459348742,,,,,,,
42428914,42428913,0,"[1028897920, 1051266493]",primary,,Broadway,True,False,79.15059018401362,2,,,,,,
42428917,561035356,0,5670203,residential,,West 140th Street,True,False,18.628976831771293,,,,,,,
42428917,42428914,0,"[1028897920, 1051266490]",primary,,Broadway,True,False,79.02157285760514,"['2', '3']",,,,,,
42428919,42441951,0,234726492,residential,,West 141st Street,True,False,185.27263642590742,,,,,,,
42428919,42428917,0,1051266488,primary,,Broadway,True,False,79.23146473143645,2,,,,,,
42428922,561035358,0,1028897919,residential,,West 142nd Street,True,False,18.917899110709197,,,,,,,
42428922,42428919,0,"[1051266488, 1051266487]",primary,,Broadway,True,False,80.13846332329801,"['2', '3']",,,,,,
42428926,42441952,0,5671137,residential,,West 143rd Street,True,False,145.16611869573683,,,,,,,
42428926,42428922,0,223503127,primary,,Broadway,True,False,78.56464485045544,2,,,,,,
42428928,561035360,0,1039008582,residential,,West 144th Street,True,False,18.071293805104176,,,,,,,
42428928,42428926,0,223503127,primary,,Broadway,True,False,78.36505005770208,2,,,,,,
42428931,561035361,0,524558207,secondary,25,West 145th Street,False,True,19.594270891877656,4,,,,,,
42428931,42434264,0,68668550,secondary,25,West 145th Street,False,False,135.97720458524893,4,,,,,,
42428931,42428928,0,223503127,primary,,Broadway,True,False,86.74549015517839,2,,,,,,
42428934,561035362,0,5673106,residential,,West 146th Street,True,False,19.910457073991363,,,,,,,
42428934,42428931,0,1051525742,primary,,Broadway,True,False,84.5428993458899,3,,,,,,
42428936,42441956,0,1051525738,residential,,West 147th Street,True,False,119.42729009573007,,,,,,,
42428936,42428934,0,"[1051525739, 1051525740]",primary,,Broadway,True,False,79.53098145753142,"['2', '3']",,,,,,
42428939,561035364,0,5670774,residential,,West 148th Street,True,False,18.74692060707227,1,,,,,,
42428939,42428936,0,1051525737,primary,,Broadway,True,False,79.22273172093897,2,,,,,,
42428941,42434343,0,5670252,residential,,West 149th Street,True,False,133.00798026196003,,,,,,,
42428941,42428939,0,1051525737,primary,,Broadway,True,False,79.84220002961037,2,,,,,,
42428944,561035366,0,5671119,residential,,West 150th Street,True,False,17.824006290559343,,,,,,,
42428944,42428941,0,1051525737,primary,,Broadway,True,False,78.62660779931313,2,,,,,,
42428947,42441774,0,5672585,residential,,West 151st Street,True,False,160.9856869455589,,,,,,,
42428947,42428944,0,1051525737,primary,,Broadway,True,False,78.2781754286465,2,,,,,,
42428951,561035368,0,5671189,residential,,West 152nd Street,True,False,20.14424623390307,,,,,,,
42428951,42428947,0,"[1051525736, 1051525737]",primary,,Broadway,True,False,80.15303661318161,"['2', '3']",,,,,,
42428953,42428951,0,455684729,primary,,Broadway,True,False,79.79212203675843,2,,,,,,
42428953,42441805,0,"[1053644745, 46577966]",residential,,West 153rd Street,True,False,275.5584453512771,,,,yes,,,
42428956,561035370,0,196117078,primary,,West 155th Street,False,False,18.41760552155114,,,,,,,
42428956,42428953,0,"[455684729, 1003912526]",primary,,Broadway,True,False,163.92569541317079,"['2', '3']",,,,,,
42428958,561035371,0,1052934774,residential,,West 156th Street,True,False,18.233629503531258,,,,,,,
42428958,42428956,0,223503125,primary,,Broadway,True,False,85.77372489001633,3,,,,,,
42428961,42452130,0,46577954,secondary,,West 157th Street,True,False,39.541799719741924,,,,,,,
42428961,595352904,0,195743145,primary,,Broadway,True,False,53.55025478842124,3,,,,,,
42428962,561035373,0,46577955,secondary,,West 158th Street,True,False,18.12068593591499,,,,,,,
42428962,42428961,0,195743145,primary,,Broadway,True,False,79.44100666581524,3,,,,,,
42428962,2504882466,0,440122910,secondary,,West 158th Street,False,False,86.071112043281,,,,,,,
42428964,561035375,0,1003905441,residential,,West 160th Street,True,False,18.310205854772448,,,,,,,
42428964,42427086,0,"[1003905442, 1003905443]",primary,,Broadway,True,False,79.18175535836355,"['2', '3']",,,,,,
42428965,42427115,0,204082722,residential,,West 161st Street,True,False,106.25416256565326,,,,,,,
42428965,42428964,0,223508330,primary,,Broadway,True,False,78.85118168284876,2,,,,,,
42428966,561035377,0,1003905438,residential,,West 162nd Street,True,False,20.38294039715053,1,,,,,,
42428966,42428965,0,"[1003905440, 223508330]",primary,,Broadway,True,False,80.4390224101572,"['2', '3']",,,,,,
42428967,42427126,0,196117079,residential,,West 163rd Street,True,False,142.60334284598972,,,,,,,
42428967,42428966,0,1003905439,primary,,Broadway,True,False,78.37537232984438,2,,,,,,
42428970,561035379,0,5671461,residential,,West 164th Street,True,False,18.307064757505735,,,,,,,
42428970,42428967,0,"[1003905437, 1003905439]",primary,,Broadway,True,False,79.32841669262122,"['2', '3']",,,,,,
42428973,42427133,0,223508325,secondary,,West 165th Street,False,False,184.13087661275964,,,,,,,
42428973,561035380,0,584850087,secondary,,West 165th Street,False,True,18.306909467575494,,,,,,,
42428973,42428970,0,1003905436,primary,,Broadway,True,False,95.7201114417031,2,,,,,,
42428975,561035381,0,541442323,residential,,West 166th Street,False,False,18.30676642333306,,,,,,,
42428975,42428973,0,541442321,primary,,Broadway,True,False,87.28675948812544,,,,,,,
42428978,561035382,0,581476634,tertiary,,West 168th Street,False,True,17.438987454215827,,,,,,,
42428978,8344404001,0,541442319,primary,,Broadway,True,False,69.69849500892089,2,,,,,,
42428978,42427136,0,541442320,tertiary,,West 168th Street,False,False,233.73034568299403,,,,,,,
42428980,2499757467,0,763331302,residential,,West 169th Street,True,False,11.36461477342566,,,,,,,
42428980,2541754688,0,44164412,primary,,Broadway,True,False,17.479802701685877,,,,,,,
42428984,2499757469,0,242514167,primary,,Broadway,False,False,40.87165567268754,,,,,,,
42428984,42427143,0,242514169,residential,25,West 170th Street,True,False,229.2678061676375,1,,,,,,
42428984,42428985,0,560349614,primary,,Broadway,False,False,86.54982324733979,,,,,,,
42428985,42427146,0,5670318,residential,,West 171st Street,True,False,189.46471639349227,,,,,,,
42428985,42428989,0,560349614,primary,,Broadway,False,False,80.96522980958473,,,,,,,
42428985,42428984,0,560349614,primary,,Broadway,False,True,86.54982324733979,,,,,,,
42428989,42433044,0,5673414,residential,,West 172nd Street,True,False,100.5096753446915,,,,,,,
42428989,42428994,0,560349614,primary,,Broadway,False,False,84.10603322137194,,,,,,,
42428989,42428985,0,560349614,primary,,Broadway,False,True,80.96522980958473,,,,,,,
42428994,42427152,0,5669813,residential,,West 173rd Street,True,False,159.13754482506545,1,,,,,,
42428994,42428998,0,560349614,primary,,Broadway,False,False,84.13808396388018,,,,,,,
42428994,42428989,0,560349614,primary,,Broadway,False,True,84.10603322137194,,,,,,,
42428998,42449627,0,5672503,residential,,West 174th Street,True,False,38.16449216463499,,,,,,,
42428998,42429002,0,560349614,primary,,Broadway,False,False,89.62620621523283,,,,,,,
42428998,42428994,0,560349614,primary,,Broadway,False,True,84.13808396388018,,,,,,,
42429002,42429006,0,560349614,primary,,Broadway,False,False,82.68718942597505,,,,,,,
42429002,42428998,0,560349614,primary,,Broadway,False,True,89.62620621523283,,,,,,,
42429002,42427159,0,814054676,residential,,West 175th Street,True,False,140.05987352797527,,,,,,,
42429006,42436812,0,5670495,residential,25,West 176th Street,True,False,86.72938389694005,1,,,,,,
42429006,42429011,0,560349614,primary,,Broadway,False,False,69.18451070797664,,,,,,,
42429006,42429002,0,560349614,primary,,Broadway,False,True,82.68718942597503,,,,,,,
42429011,42427168,0,5673446,residential,25,West 177th Street,True,False,129.16303472703058,1,,,,,,
42429011,42429013,0,440122881,primary,,Broadway,False,False,18.76766990080567,,,,,,,
42429011,42429006,0,560349614,primary,,Broadway,False,True,69.18451070797664,,,,,,,
42429013,42429017,0,440122880,primary,,Broadway,False,False,79.0506450697786,,,,,,,
42429013,42429011,0,440122881,primary,,Broadway,False,True,18.76766990080567,,,,,,,
42429017,42449634,0,"[584971533, 5671998]",secondary,25,West 178th Street,True,False,122.55702452959929,"['2', '3']",,,,,,
42429017,42429023,0,"[44763889, 46591067]",primary,,Broadway,False,False,81.98691753292617,4,US 9,,,,,
42429017,42429013,0,440122880,primary,,Broadway,False,True,79.0506450697786,,,,,,,
42429023,42428094,0,44763886,primary,,Broadway,False,False,86.10955169376815,4,US 9,,,,,
42429023,60926076,0,44763888,primary,25,West 179th Street,True,False,162.11042682993238,2,US 9,,,,,
42429023,42429017,0,"[44763889, 46591067]",primary,,Broadway,False,True,81.98691753292616,4,US 9,,,,,
42429029,42428094,0,44763886,primary,,Broadway,False,True,90.9756772056938,4,US 9,,,,,
42429029,42429032,0,223486858,primary,,Broadway,False,False,70.99355226932643,4,US 9,,,,,
42429029,42444069,0,421838875,tertiary,,West 181st Street,False,False,73.8417248885392,,,,,,,
42429029,42444081,0,"[421838878, 223486855]",secondary,20,West 181st Street,False,False,85.83152679915426,2,,,,,,
42429032,42429035,0,223486858,primary,,Broadway,False,False,78.85557964149127,4,US 9,,,,,
42429032,42429029,0,223486858,primary,,Broadway,False,True,70.99355226932641,4,US 9,,,,,
42429035,42438199,0,5670675,residential,,West 183rd Street,False,True,94.72424172652222,,,,,,,
42429035,42429044,0,223486858,primary,,Broadway,False,False,74.03458665697929,4,US 9,,,,,
42429035,42429032,0,223486858,primary,,Broadway,False,True,78.85557964149129,4,US 9,,,,,
42429044,42454240,0,164756917,tertiary,20,West 184th Street,False,False,85.01212113668848,,,,,,,
42429044,42449641,0,164758478,residential,,West 184th Street,False,True,105.48428939745179,,,,,,,
42429044,42429058,0,223486858,primary,,Broadway,False,False,80.08631938283038,4,US 9,,,,,
42429044,42429035,0,223486858,primary,,Broadway,False,True,74.03458665697929,4,US 9,,,,,
42429058,42449644,0,164758479,residential,,West 185th Street,True,False,116.39064439358847,,,,,,,
42429058,42429072,0,223486858,primary,,Broadway,False,False,56.03799820865181,4,US 9,,,,,
42429058,42429044,0,223486858,primary,,Broadway,False,True,80.08631938283038,4,US 9,,,,,
42429072,42445689,0,5671353,residential,20,West 186th Street,False,False,84.9290708423288,,,,,,,
42429072,42429083,0,223486858,primary,,Broadway,False,False,114.12388785002315,4,US 9,,,,,
42429072,42429058,0,223486858,primary,,Broadway,False,True,56.037998208651814,4,US 9,,,,,
42429083,42436296,0,61914064,residential,20,West 187th Street,False,False,86.88861845400672,,,,,,,
42429083,42429094,0,223486858,primary,,Broadway,False,False,135.03930081104917,4,US 9,,,,,
42429083,42429072,0,223486858,primary,,Broadway,False,True,114.12388785002314,4,US 9,,,,,
42429094,42450290,0,5671789,residential,20,West 189th Street,True,False,84.92602044864411,,,,,,,
42429094,42429100,0,223486858,primary,,Broadway,False,False,138.0538963720516,4,US 9,,,,,
42429094,42429083,0,223486858,primary,,Broadway,False,True,135.03930081104917,4,US 9,,,,,
42429100,42454300,0,5673069,residential,20,West 190th Street,False,False,83.41404736519432,,,,,,,
42429100,42429104,0,223486858,primary,,Broadway,False,False,26.08630128170059,4,US 9,,,,,
42429100,42429094,0,223486858,primary,,Broadway,False,True,138.05389637205158,4,US 9,,,,,
42429104,42427780,0,223486858,primary,,Broadway,False,False,134.51790855500434,4,US 9,,,,,
42429104,42429100,0,223486858,primary,,Broadway,False,True,26.08630128170059,4,US 9,,,,,
42429104,42453591,0,1244828952,tertiary,,Fairview Avenue,False,True,106.97756439487438,2,,,,,,
42429109,8904913030,0,223486858,primary,,Broadway,False,False,95.21462830955474,4,US 9,,,,,
42429109,42427780,0,223486858,primary,,Broadway,False,True,51.422105384706775,4,US 9,,,,,
42429174,42443524,0,5671703,residential,,West 196th Street,False,True,180.48468205557137,,,,,,,
42429174,42427844,0,962669696,primary,,Broadway,False,False,176.28598470713848,4,US 9,,,,,
42429174,42421783,0,962669696,primary,,Broadway,False,True,153.18326240017385,4,US 9,,,,,
42429184,42431180,0,5673079,residential,,Dongan Place,True,False,160.66666263852582,,,,,,,
42429184,1764647101,0,962669696,primary,,Broadway,False,True,91.91939576999219,4,US 9,,,,,
42429184,42429211,0,"[1337928618, 1337928619]",primary,,Broadway,False,False,169.65675435381135,4,US 9,,,,,
42429211,42431180,0,5669981,residential,,Arden Street,True,False,130.5552089327713,,,,,,,
42429211,42429212,0,1337928618,primary,,Broadway,False,False,81.51860028941209,4,US 9,,,,,
42429211,42429184,0,"[1337928618, 1337928619]",primary,,Broadway,False,True,169.65675435381138,4,US 9,,,,,
42429212,595729841,0,745528453,primary,,Broadway,False,False,33.57398681693662,4,US 9,,,,,
42429212,42429211,0,1337928618,primary,,Broadway,False,True,81.5186002894121,4,US 9,,,,,
42429215,42432795,0,"[1269117787, 5670131]",primary,,Dyckman Street,False,False,122.00052010008972,3,,,,,,
42429215,42441009,0,164873474,primary,,Riverside Drive,True,False,97.94727869214697,,,,,,,
42429215,595729841,0,745528452,primary,,Broadway,False,True,52.56836189960869,4,US 9,,,,,
42429215,42429216,0,"[308329352, 1269117788]",primary,,Broadway,False,True,129.88451040306398,4,US 9,,,,,
42429216,42440079,0,5670853,residential,20,Cumming Street,True,False,141.23027235506757,,,,,,,
42429216,42429215,0,"[308329352, 1269117788]",primary,,Broadway,False,False,129.88451040306398,4,US 9,,,,,
42429216,42429217,0,308329352,primary,,Broadway,False,True,80.69201117847442,4,US 9,,,,,
42429217,42437921,0,5671345,tertiary,,Academy Street,False,True,119.22038524064027,,,,,,,
42429217,42429216,0,308329352,primary,,Broadway,False,False,80.69201117847442,4,US 9,,,,,
42429217,42429220,0,308329352,primary,,Broadway,False,True,176.37908480456792,4,US 9,,,,,
42429217,42445637,0,902816136,tertiary,20,Academy Street,False,False,98.41704874032555,,,,,,,
42429220,42437923,0,165366872,tertiary,,West 204th Street,False,False,117.54481686803432,,,,,,,
42429220,42429217,0,308329352,primary,,Broadway,False,False,176.37908480456792,4,US 9,,,,,
42429220,42429222,0,308329352,primary,,Broadway,False,True,176.7463627068604,4,US 9,,,,,
42429220,42453349,0,586133545,tertiary,20,West 204th Street,False,True,99.06386254252723,,,,,,,
42429222,42431242,0,"[46334608, 420863274, 1322109678]",primary,,West 207th Street,False,True,117.05194630932911,4,,,,,,
42429222,42431234,0,193048149,tertiary,20,West 207th Street,False,True,98.61764248125401,,,,,,,
42429222,42429226,0,"[223879808, 1106736160]",primary,,Broadway,False,False,131.19972253595998,4,US 9,,,,,
42429222,42429220,0,308329352,primary,,Broadway,False,False,176.7463627068604,4,US 9,,,,,
42429226,42453354,0,223879812,tertiary,20,Isham Street,False,False,108.98715440984867,,,,,,,
42429226,5071822871,0,223879813,primary,,Broadway,False,False,22.924405946367607,4,US 9,,,,,
42429226,42437925,0,223902543,tertiary,,Isham Street,False,False,104.24482201333961,,,,,,,
42429226,42429222,0,"[1106736160, 223879808]",primary,,Broadway,False,True,131.19972253595998,4,US 9,,,,,
42429228,42449593,0,5671712,residential,,West 212th Street,True,False,189.0147610868587,,,,,,,
42429228,42429231,0,520349854,primary,,Broadway,False,False,92.3434536723402,4,US 9,,,,,
42429228,5071822871,0,520349854,primary,,Broadway,False,True,90.94618632939114,4,US 9,,,,,
42429231,42429236,0,520349854,primary,,Broadway,False,False,81.57757157704346,4,US 9,,,,,
42429231,42429228,0,520349854,primary,,Broadway,False,True,92.3434536723402,4,US 9,,,,,
42429236,42429960,0,5669878,residential,,West 214th Street,True,False,101.75547457441643,,,,,,,
42429236,42429242,0,520349854,primary,,Broadway,False,False,96.46780808097257,4,US 9,,,,,
42429236,42429231,0,520349854,primary,,Broadway,False,True,81.57757157704344,4,US 9,,,,,
42429242,42454553,0,46334565,tertiary,,West 215th Street,False,True,66.14607045282116,,,,,,,
42429242,42429244,0,520349854,primary,,Broadway,False,False,85.92307145249248,4,US 9,,,,,
42429242,42429236,0,520349854,primary,,Broadway,False,True,96.46780808097256,4,US 9,,,,,
42429244,1544809886,0,520349854,primary,,Broadway,False,False,54.245534346166,4,US 9,,,,,
42429244,42446231,0,5671397,residential,,West 216th Street,False,True,42.40353344429605,,,,,,,
42429244,42429242,0,520349854,primary,,Broadway,False,True,85.92307145249248,4,US 9,,,,,
42429255,42427507,0,680889663,primary,,Broadway,True,False,81.48263104448262,2,US 9,,,,,
42429287,1544782730,0,5670375,residential,,West 228th Street,False,False,11.510394354018366,,,,,,,
42429314,42449187,0,68668564,secondary,25,5th Avenue,True,False,86.6829731150322,3,,,,,,
42429314,42429324,0,"[5669802, 1080862798, 1080862799]",secondary,25,East 86th Street,False,True,155.16224433659286,4,,,,,,
42429324,42429314,0,"[5669802, 1080862798, 1080862799]",secondary,25,East 86th Street,False,False,155.1622443365929,4,,,,,,
42429324,596776164,0,5669802,secondary,25,East 86th Street,False,True,144.94707175136827,4,,,,,,
42429324,42446041,0,68668544,secondary,25,Madison Avenue,True,False,85.6622371141037,3,,,,,,
42429330,596776164,0,1080862797,secondary,25,East 86th Street,False,False,17.31027312177322,4,,,,,,
42429330,42454192,0,686125782,primary,25,Park Avenue,True,False,85.67718314238515,3,,,,,,
42429330,42429334,0,1080862796,secondary,25,East 86th Street,False,True,147.660175950145,4,,,,,,
42429334,42429338,0,"[1080862794, 1080862795]",secondary,25,East 86th Street,False,False,154.92729021003842,4,,,,,,
42429334,42429330,0,1080862796,secondary,25,East 86th Street,False,False,147.66017595014497,4,,,,,,
42429334,42447132,0,1106469540,secondary,25,Lexington Avenue,True,False,87.3118984154875,3,,,,,,
42429338,42429340,0,387128266,secondary,25,East 86th Street,False,False,215.61683978582892,4,,,,,,
42429338,42429334,0,"[1080862794, 1080862795]",secondary,25,East 86th Street,False,True,154.9272902100384,4,,,,,,
42429338,42450030,0,"[1215388280, 1356976353]",primary,25,3rd Avenue,True,False,85.05808622220997,4,,,,,,
42429340,42429338,0,387128266,secondary,25,East 86th Street,False,True,215.6168397858289,4,,,,,,
42429340,42429342,0,"[1080862792, 391864585, 1080862791]",secondary,25,East 86th Street,False,False,228.24618609406463,4,,,,,,
42429340,42443037,0,1024556668,primary,25,2nd Avenue,True,False,87.47975341234766,4,,,,,,
42429342,42454196,0,"[420626393, 420626395]",primary,25,1st Avenue,True,False,84.49701751664018,"['4', '5']",,,,,,
42429342,42429340,0,"[1080862792, 391864585, 1080862791]",secondary,25,East 86th Street,False,True,228.24618609406465,4,,,,,,
42429342,42428037,0,"[1080862793, 717537135]",secondary,25,East 86th Street,False,False,217.18570346065698,"['4', '3']",,,,,,
42429348,42428037,0,478478416,residential,25,East 86th Street,False,True,225.9111353779973,4,,,,,,
42429348,42451773,0,803060436,residential,,East End Avenue,False,False,85.67970740654467,,,,,,,
42429348,42451766,0,803060436,residential,,East End Avenue,False,True,87.60614408800843,,,,,,,
42429353,42427249,0,480682395,residential,20,Pearl Street,True,False,44.919495271783035,1,,,,,,
42429354,6262915548,0,480682393,unclassified,20,Gold Street,True,False,87.09165085075972,1,,,,,,
42429354,42429353,0,480682394,unclassified,20,Platt Street,True,False,103.07743956912752,1,,,,,,
42429373,42429374,0,5669806,residential,25,West 13th Street,True,False,310.55302906813694,1,,,,,,
42429373,42439070,0,"[1027206709, 1027206710]",secondary,25,5th Avenue,True,False,81.26476373148063,"['2', '3']",,,,,,
42429374,42429375,0,5669806,residential,25,West 13th Street,True,False,273.11273539199476,1,,,,,,
42429374,42430253,0,"[496979224, 1135428602]",secondary,25,6th Avenue,True,False,87.86967453552676,"['4', '3']",,,,,,
42429375,42429378,0,"[1262278384, 5669806]",residential,25,West 13th Street,True,False,211.92504335042673,"['2', '1']",,,,,,
42429375,42439073,0,"[196117091, 852992101]",secondary,25,7th Avenue,True,False,80.69909846600054,"['4', '3']",,,,,,
42429378,42432214,0,46609036,secondary,25,Greenwich Avenue,True,False,77.0731792399423,1,,,,,,
42429378,42432211,0,611258687,secondary,25,Greenwich Avenue,False,True,74.9117980286369,,,,,,,
42429388,42432214,0,127693384,secondary,25,8th Avenue,True,False,37.84393175501275,3,,,,,,
42429390,11728146527,0,1262278385,residential,25,West 13th Street,False,True,20.967182903389563,2,,,,,,
42429390,6211332483,0,"[1289604771, 663630710]",residential,25,West 13th Street,False,True,57.57796129687562,2,,,,,,
42429394,42436431,0,5670451,residential,25,Hudson Street,True,False,69.15188293687473,2,,,,,,
42429394,11728146527,0,611258688,residential,25,West 13th Street,True,False,128.85625157459867,1,,,,,,
42429412,42431154,0,5673605,residential,25,Washington Street,False,False,81.64273413403671,2,,,,,,
42429412,42454325,0,5673605,residential,25,Washington Street,False,True,87.41195889955814,2,,,,,,
42429412,42429431,0,"[1314038721, 806472903]",residential,25,West 13th Street,True,False,116.75893754901466,,,,,,,
42429431,42431156,0,5672800,secondary,25,10th Avenue,True,False,84.39779196279756,,,,,,,
42429452,42429457,0,5669813,residential,,West 173rd Street,True,False,139.25038506587703,1,,,,,,
42429452,42442723,0,440122879,secondary,,Amsterdam Avenue,False,False,80.45314678931926,4,,,,,,
42429452,42442722,0,"[196116968, 1146402204, 1146402205]",secondary,,Amsterdam Avenue,False,True,79.75112649785109,"['2', '3']",,,,,,
42429457,42429466,0,5669813,residential,,West 173rd Street,True,False,134.05645264441333,1,,,,,,
42429457,42454611,0,46591058,tertiary,20,Audubon Avenue,False,False,82.60212623834882,2,,,,,,
42429457,42455245,0,46591058,tertiary,20,Audubon Avenue,False,True,79.97980912886604,2,,,,,,
42429466,42429474,0,5669813,residential,,West 173rd Street,True,False,116.67935686112773,1,,,,,,
42429466,42433046,0,46591073,secondary,25,Saint Nicholas Avenue,False,False,82.68314706458,2,,,,,,
42429466,42433044,0,"[1298249792, 1298249791]",secondary,25,Saint Nicholas Avenue,False,True,80.77591818522039,3,,,,,,
42429474,42428994,0,5669813,residential,,West 173rd Street,True,False,12.309402332083291,1,,,,,,
42429474,42449627,0,552386031,tertiary,,Wadsworth Avenue,True,False,82.3811894623514,,,,,,,
42429479,42449804,0,5671739,residential,25,Haven Avenue,True,False,104.91132427323326,1,,,,,,
42429504,1251958257,0,388281630,residential,20,Hanover Street,True,False,52.98267040755494,1,,,,,,
42429504,42429507,0,1334167501,residential,20,Hanover Street,True,False,28.233377032339234,1,,,,,"17'8""",
42429507,2824895141,0,"[1334167500, 5669815]",residential,20,Hanover Street,True,False,54.47304727666301,1,,,,,"17'8""",
42429521,42433715,0,5670238,residential,20,2nd Place,False,False,81.44275397534044,2,,,,,,
42429521,42433718,0,"[5670618, 5671140]",residential,20,"['3rd Place', 'Little West Street']",True,False,142.35982649948582,"['2', '1']",,,,,,
42429530,42446190,0,46240188,residential,25,East 132nd Street,False,False,155.6923762068109,,,,,,,
42429530,42438235,0,226007081,secondary,25,5th Avenue,True,False,82.02316022971658,2,,,,,,
42429532,42429530,0,275298545,residential,,West 132nd Street,True,False,302.27926978214106,,,,,,,
42429532,42434110,0,"[305323024, 420878090]",secondary,,Malcolm X Boulevard,True,False,77.93772870456972,"['2', '3']",,,,,,
42429536,2141026534,0,497262700,residential,,West 132nd Street,True,False,15.287636784990713,,,,,,,
42429536,42438240,0,420877107,primary,25,Adam Clayton Powell Jr. Boulevard,True,False,80.29008115643585,2,,,,,,
42429538,42429536,0,180719506,residential,,West 132nd Street,True,False,266.12773180571884,,,,,,,
42429538,42434113,0,664893485,secondary,25,Frederick Douglass Boulevard,False,False,79.66406520344047,4,,,,,,
42429538,42435825,0,664893485,secondary,25,Frederick Douglass Boulevard,False,True,81.69429344778793,4,,,,,,
42429541,42428876,0,5669820,residential,,West 132nd Street,False,False,267.63396108203216,,,,,,,
42429541,42424701,0,5671283,residential,,West 132nd Street,False,False,74.36827390480862,,,,,,,
42429541,42434105,0,828292968,unclassified,25,12th Avenue,False,False,80.11755667774705,,,,,,,
42429541,42438228,0,828292968,unclassified,25,12th Avenue,False,True,77.40980582370831,,,,,,,
42429552,42443817,0,5671162,residential,,East 120th Street,True,False,157.0548026696113,1,,,,,,
42429552,42435207,0,587061847,secondary,,5th Avenue,True,False,78.36930380641795,2,,,,,,
42429557,42441895,0,46111610,residential,,Riverside Drive,True,False,81.14669109818807,1,,,,,,
42429557,42431107,0,295999078,residential,25,West 100th Street,True,False,173.34249841253185,1,,,,,,
42429562,42449597,0,222299254,secondary,20,Church Street,True,False,73.08744469705746,3,,,,,,
42429562,42429563,0,222299272,secondary,20,Murray Street,True,False,131.52428442605492,1,,,,,,
42429563,42430007,0,46171879,residential,20,West Broadway,True,False,69.56365698243086,2,,,,,,
42429563,42429565,0,46171880,secondary,20,Murray Street,True,False,114.32376167846179,1,,,,,,
42429565,42429570,0,"[46165812, 1234696599]",secondary,20,Murray Street,False,"[False, True]",161.8691836476382,2,,,,,,
42429565,42430009,0,46171884,residential,20,Greenwich Street,True,False,67.2917044627473,,,,,,,
42429570,246858435,0,195743189,secondary,20,Murray Street,False,False,26.830959312280896,,,,,,,
42429570,42449613,0,"[195743228, 421832645]",trunk,30,West Street,True,False,135.58257551636297,"['4', '5']",NY 9A,,,,,
42429570,42429565,0,"[46165812, 1234696599]",secondary,20,Murray Street,False,"[False, True]",161.8691836476382,2,,,,,,
42429595,3588508439,0,46165810,residential,20,Murray Street,True,False,83.82203170271659,2,,,,,,
42429595,42446849,0,46165815,residential,20,North End Avenue,False,False,58.28853780001086,4,,,,,,
42429595,42429630,0,"[1233090489, 584971510]",residential,20,North End Avenue,False,"[False, True]",34.19649207724082,4,,,,,,
42429630,42429595,0,"[1233090489, 584971510]",residential,20,North End Avenue,False,"[False, True]",34.19649207724082,4,,,,,,
42429630,42446800,0,584971516,residential,20,North End Avenue,False,True,19.43394172813094,2,,,,,,
42429630,42429633,0,"[1068067608, 1068067609, 46165807]",residential,,Murray Street,False,"[False, True]",103.3186212949945,2,,,,,,
42429633,42445291,0,5671307,residential,20,River Terrace,False,False,167.79198879025978,2,,,,,,
42429633,42445286,0,5671307,residential,20,River Terrace,False,True,84.76249667065049,2,,,,,,
42429633,42429630,0,"[1068067608, 1068067609, 46165807]",residential,,Murray Street,False,"[False, True]",103.3186212949945,2,,,,,,
42429636,42451650,0,1333435320,secondary,20,Division Street,True,False,17.069841368330103,2,,,,,,
42429636,7480410410,0,"[1331962329, 127691871]",residential,20,Eldridge Street,True,False,127.5059880962037,1,,,,,,
42429641,3212472963,0,5671341,residential,25,Hester Street,True,False,69.58520073553237,1,,,,,,
42429641,42429643,0,127691872,residential,25,Eldridge Street,True,False,141.07416873767937,,,,,,,
42429643,42429644,0,127691872,residential,25,Eldridge Street,True,False,109.18635551177432,,,,,,,
42429643,42437996,0,226041016,secondary,25,Grand Street,False,False,69.47496424447183,2,,,,,,
42429643,42451660,0,226041016,secondary,25,Grand Street,False,True,77.66651269320293,2,,,,,,
42429644,42432108,0,848016982,residential,25,Broome Street,True,False,69.62033794630888,,,,,,,
42429644,486867405,0,1156474000,residential,25,Eldridge Street,True,False,99.63573105320386,,,,,,,
42429645,42429646,0,955301423,residential,25,Eldridge Street,True,False,144.00467341490477,,,,,,,
42429645,42429756,0,955301424,primary,25,Delancey Street,True,False,77.59482730933345,4,,,,,,
42429646,42429647,0,955301423,residential,25,Eldridge Street,True,False,137.36502922736017,,,,,,,
42429646,42437111,0,1202563952,residential,25,Rivington Street,True,False,77.58069887958695,1,,,,,,
42429647,42432057,0,439842838,residential,,Stanton Street,True,False,69.46984038296036,,,,,,,
42429647,1918039876,0,955301423,residential,25,Eldridge Street,True,False,141.90629100183594,,,,,,,
42429657,42428174,0,464683316,residential,25,East 18th Street,True,False,160.9067732802277,1,,,,,,
42429657,42439272,0,889114533,secondary,25,5th Avenue,True,False,75.12609534760335,3,,,,,,
